GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
THEFT OF VEHICLE/OTHER        ,Theft,12-Oct-15,8024 EXCHANGE DR                                                                                    ,14-Oct-15,78754.0
THEFT                         ,Theft,31-Mar-15,9300 S IH 35 NB                                                                                     ,,78744.0
THEFT                         ,Theft,5-Jan-15,9101 RESEARCH BLVD NB                                                                               ,7-Jan-15,78758.0
BURGLARY OF VEHICLE           ,Theft,2-Jun-15,2800 WAYMAKER WAY                                                                                   ,4-Jun-15,78746.0
BURGLARY OF VEHICLE           ,Theft,10-Jan-15,6301 MANOR RD                                                                                       ,10-Feb-15,78723.0
THEFT                         ,Theft,4-May-15,404 W 26TH ST                                                                                       ,12-May-15,78705.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,21-Nov-15,5200 BOGEY CT                                                                                       ,24-Nov-15,78744.0
THEFT FROM AUTO               ,Theft,12-May-15,7631 W US 290 HWY                                                                                   ,21-May-15,78749.0
THEFT                         ,Theft,12-Nov-15,2301 VENTURA DR                                                                                     ,,78741.0
THEFT                         ,Theft,4-Nov-15,1809 W ANDERSON LN                                                                                  ,5-Nov-15,78757.0
THEFT                         ,Theft,7-May-15,500 E 7TH ST                                                                                        ,12-May-15,78701.0
THEFT                         ,Theft,14-Jul-15,1931 E OLTORF ST                                                                                    ,6-Aug-15,78741.0
THEFT                         ,Theft,18-May-15,14028 N US 183 HWY SVRD SB                                                                          ,22-May-15,78613.0
THEFT BY SHOPLIFTING          ,Theft,30-May-15,7715 E BEN WHITE BLVD EB                                                                            ,12-Jun-15,78744.0
THEFT BY SHOPLIFTING          ,Theft,14-Oct-15,12901 N IH 35 SVRD NB                                                                               ,4-Mar-16,78753.0
AGG ASSAULT                   ,Agg Assault,1-May-15,7002 SCENIC BROOK DR                                                                                ,,78736.0
BURGLARY OF VEHICLE           ,Theft,1-Apr-15,9510 ORIOLE DR                                                                                      ,2-Apr-15,78753.0
BURGLARY OF VEHICLE           ,Theft,5-May-15,9022 WHITEWORTH LOOP                                                                                ,21-May-15,78749.0
THEFT BY SHOPLIFTING          ,Theft,2-Jun-15,10515 N MOPAC EXPY NB                                                                               ,9-Jun-15,78758.0
THEFT                         ,Theft,26-Nov-15,9801 S 1ST ST                                                                                       ,17-Dec-15,78748.0
THEFT                         ,Theft,6-Aug-15,9403 PIONEER FOREST DR                                                                              ,17-Sep-15,78744.0
BURGLARY OF VEHICLE           ,Theft,15-Aug-15,4320 S CONGRESS AVE                                                                                 ,18-Aug-15,78745.0
THEFT BY SHOPLIFTING          ,Theft,22-Apr-15,1000 E 41ST ST                                                                                      ,28-Apr-15,78751.0
THEFT                         ,Theft,14-Apr-15,311 E ST ELMO RD                                                                                    ,15-Apr-15,78745.0
BURGLARY OF VEHICLE           ,Theft,3-Apr-15,2110 DONAHUE LN                                                                                     ,10-Apr-15,78744.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,8-Feb-15,420 W SLAUGHTER LN                                                                                  ,11-Feb-15,78748.0
BURGLARY OF VEHICLE           ,Theft,18-Feb-15,2222 RIO GRANDE ST                                                                                  ,4-Mar-15,78705.0
THEFT                         ,Theft,13-Aug-15,710 E BEN WHITE BLVD SVRD WB                                                                        ,14-Aug-15,78704.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,19-Apr-15,600 WOOD ST                                                                                         ,11-Jun-15,78703.0
BURGLARY OF VEHICLE           ,Theft,15-May-15,900 E 6TH ST                                                                                        ,19-May-15,78702.0
BURGLARY NON RESIDENCE        ,Burglary,8-Apr-15,10429 CRESCENDO LN                                                                                  ,23-Apr-15,78747.0
BURGLARY OF VEHICLE           ,Theft,13-Jul-15,5016 LANSING DR                                                                                     ,21-Jul-15,78745.0
THEFT                         ,Theft,12-Mar-15,1054 SPRINGDALE RD                                                                                  ,,78721.0
THEFT                         ,Theft,23-Jan-15,5800 TECHNI CENTER DR                                                                               ,11-Feb-15,78721.0
BURGLARY NON RESIDENCE        ,Burglary,20-Nov-15,11279 TAYLOR DRAPER LN                                                                              ,26-Feb-16,78759.0
BURGLARY OF RESIDENCE         ,Burglary,22-Jun-15,1311 E 52ND ST                                                                                      ,25-Aug-15,78723.0
THEFT BY SHOPLIFTING          ,Theft,22-Aug-15,11200 LAKELINE MALL DR                                                                              ,,78613.0
THEFT                         ,Theft,10-Oct-15,825 PRAIRIE TRL                                                                                     ,30-Nov-15,78758.0
THEFT OF VEHICLE/OTHER        ,Theft,5-Feb-15,1800 E STASSNEY LN                                                                                  ,17-Jul-15,78744.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,23-Oct-15,12118 WALNUT PARK XING                                                                              ,3-Nov-15,78753.0
BURGLARY OF RESIDENCE         ,Burglary,14-May-15,1913 WILLOW ST                                                                                      ,18-May-15,78702.0
BURGLARY OF VEHICLE           ,Theft,12-May-15,7401 E BEN WHITE BLVD EB                                                                            ,27-May-15,78744.0
BURGLARY OF VEHICLE           ,Theft,8-Apr-15,4405 E OLTORF ST                                                                                    ,21-Apr-15,78741.0
AUTO THEFT                    ,Auto Theft,18-Feb-15,1500 BLOCK REAGAN HILL DR                                                                           ,18-Feb-15,78752.0
BURGLARY NON RESIDENCE        ,Burglary,31-Jan-15,3801 N CAPITAL OF TEXAS HWY NB                                                                      ,5-Feb-15,78746.0
THEFT                         ,Theft,30-May-15,12001 METRIC BLVD                                                                                   ,8-Jun-15,78758.0
BURGLARY OF RESIDENCE         ,Burglary,26-Feb-15,3105 STECK AVE                                                                                      ,27-Feb-15,78757.0
BURGLARY OF VEHICLE           ,Theft,24-Jul-15,2302 E WILLIAM CANNON DR                                                                            ,24-Jul-15,78744.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,31-May-15,12820 N LAMAR BLVD                                                                                  ,3-Jun-15,78753.0
BURGLARY OF RESIDENCE         ,Burglary,23-Nov-15,6407 SPRINGDALE RD                                                                                  ,25-Nov-15,78723.0
THEFT BY SHOPLIFTING          ,Theft,5-Sep-15,710 E BEN WHITE BLVD EB                                                                             ,21-Sep-15,78745.0
BURGLARY OF VEHICLE           ,Theft,31-Jul-15,2300 STRATFORD DR                                                                                   ,5-Aug-15,78746.0
THEFT OF BICYCLE              ,Theft,21-Dec-15,1333 SHORE DISTRICT DR                                                                              ,23-Dec-15,78741.0
THEFT                         ,Theft,20-Nov-15,651 N PLEASANT VALLEY RD                                                                            ,19-Jan-16,78702.0
THEFT                         ,Theft,20-Mar-15,100 S 1ST ST                                                                                        ,26-Mar-15,78704.0
BURG NON RESIDENCE SHEDS      ,Burglary,10-Dec-15,5901 E STASSNEY LN                                                                                  ,14-Dec-15,78744.0
THEFT BY SHOPLIFTING          ,Theft,11-Nov-15,11200 LAKELINE MALL DR                                                                              ,16-Nov-15,78613.0
THEFT                         ,Theft,27-Aug-15,2523 DURWOOD ST                                                                                     ,31-Aug-15,78704.0
THEFT                         ,Theft,10-Sep-15,1071 CLAYTON LN                                                                                     ,21-Sep-15,78723.0
THEFT                         ,Theft,8-Jun-15,2300 W BEN WHITE BLVD SVRD WB                                                                       ,9-Jun-15,78704.0
BURGLARY OF VEHICLE           ,Theft,11-May-15,4404 BELLVUE AVE                                                                                    ,12-May-15,78756.0
THEFT                         ,Theft,2-Jun-15,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,3-Jun-15,78746.0
BURGLARY OF VEHICLE           ,Theft,21-Sep-15,7815 WHEEL RIM CIR                                                                                  ,21-Sep-15,78749.0
BURGLARY OF RESIDENCE         ,Burglary,8-May-15,12325 LAGUARDIA LN                                                                                  ,12-May-15,78617.0
BURGLARY OF VEHICLE           ,Theft,23-Mar-15,E 9TH ST / SAN MARCOS ST                                                                            ,24-Mar-15,78702.0
THEFT                         ,Theft,12-Aug-15,400 W ST ELMO RD                                                                                    ,13-Aug-15,78745.0
THEFT FROM AUTO               ,Theft,15-Jun-15,1601 GUADALUPE ST                                                                                   ,17-Jun-15,78701.0
THEFT BY SHOPLIFTING          ,Theft,24-Jan-15,11200 LAKELINE MALL DR                                                                              ,29-Jan-15,78613.0
THEFT OF LICENSE PLATE        ,Theft,1-Jan-15,6920 MANCHACA RD                                                                                    ,2-Jan-15,78745.0
THEFT BY SHOPLIFTING          ,Theft,9-Nov-15,11724 RESEARCH BLVD SVRD SB                                                                         ,18-Nov-15,78759.0
AUTO THEFT                    ,Auto Theft,16-Aug-15,5100 VILLAGE SQUARE DR                                                                              ,23-Aug-15,78744.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,4-Oct-15,10000 N LAMAR BLVD                                                                                  ,21-Oct-15,78758.0
THEFT FROM AUTO               ,Theft,3-Nov-15,4200 S IH 35 SVRD SB                                                                                ,5-Nov-15,78745.0
BURGLARY OF VEHICLE           ,Theft,15-Jul-15,300 FERGUSON DR                                                                                     ,15-Jul-15,78753.0
BURGLARY OF VEHICLE           ,Theft,11-Apr-15,2347 DOUGLAS ST                                                                                     ,23-Apr-15,78741.0
BURGLARY OF RESIDENCE         ,Burglary,11-Jul-15,8552 N LAMAR BLVD                                                                                   ,14-Jul-15,78758.0
THEFT                         ,Theft,4-Mar-15,13641 N IH 35 SVRD NB                                                                               ,5-Mar-15,78753.0
THEFT                         ,Theft,11-Mar-15,413 W MARTIN LUTHER KING JR BLVD                                                                    ,17-Mar-15,78701.0
AGG ASLT ENHANC STRANGL/SUFFOC,Agg Assault,27-May-15,304 MASTERSON PASS                                                                                  ,19-Jun-15,78753.0
THEFT BY SHOPLIFTING          ,Theft,10-Nov-15,11200 LAKELINE MALL DR                                                                              ,18-Nov-15,78613.0
BURGLARY OF VEHICLE           ,Theft,25-Jun-15,515 S PLEASANT VALLEY RD                                                                            ,20-Jul-15,78741.0
BURGLARY NON RESIDENCE        ,Burglary,6-Oct-15,730 W STASSNEY LN                                                                                   ,6-Jan-16,78745.0
THEFT OF LICENSE PLATE        ,Theft,11-Mar-15,7200 DUVAL ST                                                                                       ,12-Mar-15,78752.0
BURGLARY OF RESIDENCE         ,Burglary,17-Nov-15,2727 LYLE RD                                                                                        ,23-Nov-15,78617.0
BURGLARY OF VEHICLE           ,Theft,12-Aug-15,517 BLACKBERRY DR                                                                                   ,20-Aug-15,78745.0
THEFT                         ,Theft,29-Apr-15,501 E 8TH ST                                                                                        ,30-Apr-15,78701.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,11-Jul-15,9024 NORTHGATE BLVD                                                                                 ,17-Aug-15,78758.0
BURGLARY OF VEHICLE           ,Theft,28-Jan-15,9401 S 1ST ST                                                                                       ,28-Jan-15,78748.0
THEFT                         ,Theft,31-Jul-15,804 W 28TH HALF ST                                                                                  ,3-Aug-15,78705.0
BURGLARY NON RESIDENCE        ,Burglary,20-Sep-15,2022 E RIVERSIDE DR                                                                                 ,2-Oct-15,78741.0
THEFT BY SHOPLIFTING          ,Theft,15-Jun-15,1030 NORWOOD PARK BLVD                                                                              ,17-Jun-15,78753.0
BURGLARY NON RESIDENCE        ,Burglary,28-Sep-15,5400 N LAMAR BLVD                                                                                   ,9-Oct-15,78756.0
BURGLARY OF RESIDENCE         ,Burglary,12-Jun-15,11441 N IH 35 SVRD NB                                                                               ,8-Jul-15,78753.0
BURGLARY OF RESIDENCE         ,Burglary,20-Jan-15,1521 REAGAN HILL DR                                                                                 ,2-Jun-15,78752.0
THEFT                         ,Theft,28-Mar-15,917 N LAMAR BLVD                                                                                    ,30-Apr-15,78703.0
AUTO THEFT                    ,Auto Theft,25-Apr-15,1109 THURGOOD CIR                                                                                   ,29-Apr-15,78721.0
THEFT                         ,Theft,19-Feb-15,8300 N FM 620 RD                                                                                    ,26-Mar-15,78726.0
THEFT                         ,Theft,6-Aug-15,8001 S IH 35 SVRD NB                                                                                ,7-Aug-15,78744.0
THEFT                         ,Theft,11-Dec-15,1809 BELFORD DR                                                                                     ,15-Dec-15,78757.0
BURGLARY OF RESIDENCE         ,Burglary,27-May-15,1628 ROYAL HILL DR                                                                                  ,2-Jun-15,78741.0
AGG ASSAULT ON PUBLIC SERVANT ,Agg Assault,22-Jul-15,1100 E OLTORF ST                                                                                    ,27-Jul-15,78704.0
AUTO THEFT                    ,Auto Theft,6-Mar-15,1034 CLAYTON LN                                                                                     ,10-Mar-15,78723.0
THEFT                         ,Theft,21-Jan-15,7602 RUSTLING CV                                                                                    ,9-Feb-15,78731.0
RAPE                          ,Rape,5-Jan-15,,3-Feb-15,78723.0
BURGLARY OF VEHICLE           ,Theft,10-Sep-15,4103 SPEEDWAY                                                                                       ,10-Sep-15,78751.0
THEFT                         ,Theft,28-Oct-15,11416 N FM 620 RD                                                                                   ,6-Nov-15,78726.0
BURGLARY OF RESIDENCE         ,Burglary,15-May-15,12720 SERAFY CT                                                                                     ,21-May-15,78753.0
BURGLARY OF RESIDENCE         ,Burglary,17-Dec-15,6409 SPRINGDALE RD                                                                                  ,28-Dec-15,78723.0
BURGLARY OF VEHICLE           ,Theft,28-Mar-15,408 E 8TH ST                                                                                        ,30-Mar-15,78701.0
THEFT BY SHOPLIFTING          ,Theft,27-Jul-15,5717 S IH 35 SVRD NB                                                                                ,30-Jul-15,78744.0
DEADLY CONDUCT                ,Agg Assault,26-Oct-15,7505 ROCKPOINT DR                                                                                   ,10-Nov-15,78731.0
THEFT FROM AUTO               ,Theft,22-Feb-15,8405 GOLDFINCH CT                                                                                   ,23-Feb-15,78758.0
BURGLARY OF RESIDENCE         ,Burglary,8-May-15,1100 REINLI ST                                                                                      ,12-May-15,78723.0
THEFT                         ,Theft,8-Apr-15,5716 BURNET RD                                                                                      ,27-Apr-15,78756.0
THEFT                         ,Theft,24-Jul-15,1434 W WELLS BRANCH PKWY                                                                            ,1-Oct-15,78660.0
BURGLARY OF VEHICLE           ,Theft,5-Aug-15,1300 E RIVERSIDE DR                                                                                 ,3-Sep-15,78741.0
THEFT BY SHOPLIFTING          ,Theft,3-Jan-15,9200 BURNET RD                                                                                      ,7-Apr-15,78758.0
BURGLARY OF VEHICLE           ,Theft,1-Feb-15,6014 RICKERHILL LN                                                                                  ,6-Feb-15,78739.0
THEFT                         ,Theft,28-Aug-15,8201 N FM 620 RD                                                                                    ,9-Nov-15,78726.0
BURGLARY OF VEHICLE           ,Theft,7-Aug-15,4600 NUCKOLS CROSSING RD                                                                            ,7-Aug-15,78744.0
THEFT                         ,Theft,4-Sep-15,1201 BARBARA JORDAN BLVD                                                                            ,8-Sep-15,78723.0
THEFT BY SHOPLIFTING          ,Theft,24-Jun-15,2222 E OLTORF ST                                                                                    ,30-Jun-15,78741.0
THEFT                         ,Theft,26-Jan-15,4301 W WILLIAM CANNON DR                                                                            ,27-Jan-15,78749.0
THEFT                         ,Theft,3-Feb-15,W 6TH ST / NUECES ST                                                                                ,26-Mar-15,78701.0
THEFT BY SHOPLIFTING          ,Theft,4-Nov-15,9600 S IH 35 SVRD SB                                                                                ,9-Nov-15,78748.0
THEFT OF BICYCLE              ,Theft,16-Jun-15,400 W 2ND ST                                                                                        ,18-Jun-15,78701.0
BURGLARY OF VEHICLE           ,Theft,15-Jun-15,1925 GASTON PLACE DR                                                                                ,16-Jun-15,78723.0
THEFT                         ,Theft,8-Jul-15,12501 TECH RIDGE BLVD                                                                               ,19-Jan-16,78753.0
THEFT                         ,Theft,14-Nov-15,2025 GUADALUPE ST                                                                                   ,18-Nov-15,78705.0
THEFT OF LICENSE PLATE        ,Theft,25-Mar-15,8800 N IH 35 SVRD SB                                                                                ,30-Mar-15,78753.0
THEFT OF AUTO PARTS           ,Theft,26-May-15,3601 WILLOW SPRINGS RD                                                                              ,2-Jun-15,78704.0
BURGLARY OF VEHICLE           ,Theft,29-Jan-15,5005 LYNNWOOD ST                                                                                    ,18-Feb-15,78756.0
BURGLARY OF VEHICLE           ,Theft,7-Aug-15,9104 AMANDA DR                                                                                      ,11-Aug-15,78729.0
BURGLARY OF VEHICLE           ,Theft,10-Mar-15,4646 MUELLER BLVD                                                                                   ,8-Apr-15,78723.0
BURGLARY OF VEHICLE           ,Theft,25-Oct-15,10225 RESEARCH BLVD NB                                                                              ,26-Oct-15,78759.0
THEFT OF AUTO PARTS           ,Theft,5-Aug-15,5013 COPPERBEND BLVD                                                                                ,7-Aug-15,78744.0
BURGLARY OF VEHICLE           ,Theft,28-Jul-15,12901 N IH 35 NB                                                                                    ,4-Aug-15,78753.0
THEFT                         ,Theft,15-May-15,48 WALLER ST                                                                                        ,28-May-15,78702.0
RAPE                          ,Rape,20-Mar-15,,1-Jun-15,78724.0
THEFT BY SHOPLIFTING          ,Theft,22-Apr-15,9300 S IH 35 SB                                                                                     ,18-May-15,78745.0
THEFT FROM AUTO               ,Theft,26-Sep-15,1208 E 11TH ST                                                                                      ,9-Oct-15,78702.0
BURGLARY OF VEHICLE           ,Theft,14-Jul-15,7002 CASSYE CV                                                                                      ,14-Jul-15,78759.0
THEFT                         ,Theft,8-Apr-15,1633 E 4TH ST                                                                                       ,8-Jun-15,78702.0
THEFT OF METAL                ,Theft,10-Jul-15,405 E 31ST ST                                                                                       ,30-Jul-15,78705.0
BURGLARY NON RESIDENCE        ,Burglary,18-Dec-15,5605 SPRINGDALE RD                                                                                  ,1-Feb-16,78723.0
THEFT BY SHOPLIFTING          ,Theft,6-Jan-15,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,9-Jan-15,78746.0
THEFT                         ,Theft,22-Sep-15,6600 ELM CREEK DR                                                                                   ,12-Nov-15,78744.0
THEFT                         ,Theft,17-Aug-15,MANOR RD / ROGGE LN                                                                                 ,19-Aug-15,78723.0
THEFT                         ,Theft,26-Jul-15,1649 OHLEN RD                                                                                       ,20-Jan-16,78758.0
THEFT                         ,Theft,28-Mar-15,W 25TH ST / LONGVIEW ST                                                                             ,9-Apr-15,78705.0
BURG NON RESIDENCE SHEDS      ,Burglary,14-May-15,4136 MATTIE ST                                                                                      ,18-May-15,78723.0
BURGLARY OF VEHICLE           ,Theft,30-Dec-15,4404 W WILLIAM CANNON DR                                                                            ,31-Dec-15,78749.0
BURGLARY NON RESIDENCE        ,Burglary,18-Jun-15,7720 W SH 71                                                                                        ,16-Oct-15,78735.0
BURGLARY OF VEHICLE           ,Theft,26-Sep-15,12138 N LAMAR BLVD                                                                                  ,28-Sep-15,78758.0
BURGLARY OF VEHICLE           ,Theft,8-Jul-15,11505 GAELIC DR                                                                                     ,28-Jul-15,78754.0
THEFT                         ,Theft,3-Jun-15,6513 WALEBRIDGE LN                                                                                  ,8-Sep-15,78739.0
BURGLARY OF VEHICLE           ,Theft,22-Jun-15,7707 S IH 35 NB                                                                                     ,26-Jun-15,78744.0
THEFT BY SHOPLIFTING          ,Theft,29-Dec-15,9300 S IH 35 SVRD SB                                                                                ,20-Jan-16,78748.0
BURGLARY OF VEHICLE           ,Theft,5-Apr-15,7610 CAMERON RD                                                                                     ,14-Apr-15,78752.0
THEFT BY SHOPLIFTING          ,Theft,10-Apr-15,1030 NORWOOD PARK BLVD                                                                              ,10-Apr-15,78753.0
BURG NON RESIDENCE SHEDS      ,Burglary,3-May-15,1413 KIRKWOOD RD                                                                                    ,6-May-15,78722.0
BURG NON RESIDENCE SHEDS      ,Burglary,24-Nov-15,2802 WOOLDRIDGE DR                                                                                  ,5-Jan-16,78703.0
THEFT OF BICYCLE              ,Theft,12-Jun-15,4605 AVENUE A                                                                                       ,16-Jun-15,78751.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,22-Apr-15,4702 HILLDALE DR                                                                                    ,27-Apr-15,78723.0
THEFT BY SHOPLIFTING          ,Theft,22-Nov-15,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,25-Nov-15,78746.0
AUTO THEFT                    ,Auto Theft,8-Apr-15,2511 E 2ND ST                                                                                       ,10-Apr-15,78702.0
THEFT                         ,Theft,28-Nov-15,4712 DEPEW AVE                                                                                      ,15-Dec-15,78751.0
THEFT                         ,Theft,23-Jan-15,3201 WESTHILL DR                                                                                    ,29-Jan-15,78704.0
ROBBERY BY ASSAULT            ,Robbery,1-Nov-15,700 BLOCK E 7TH ST                                                                                  ,25-Nov-15,78701.0
BURGLARY OF VEHICLE           ,Theft,29-Aug-15,1100 E OLTORF ST                                                                                    ,9-Nov-15,78704.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,14-Nov-15,9300 NORTHGATE BLVD                                                                                 ,17-Nov-15,78758.0
THEFT                         ,Theft,9-Oct-15,1901 W WILLIAM CANNON DR                                                                            ,13-Oct-15,78745.0
THEFT BY SHOPLIFTING          ,Theft,7-Jul-15,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,14-Jul-15,78746.0
BURGLARY OF VEHICLE           ,Theft,8-Dec-15,7200 N IH 35 SVRD SB                                                                                ,7-Jan-16,78752.0
BURGLARY OF VEHICLE           ,Theft,17-Nov-15,235 CANYON RIDGE DR                                                                                 ,,78753.0
THEFT BY SHOPLIFTING          ,Theft,2-Jan-15,11521 N FM 620 RD                                                                                   ,6-Jan-15,78726.0
BURGLARY OF VEHICLE           ,Theft,8-Oct-15,3702 GARDEN VILLA LN                                                                                ,13-Oct-15,78704.0
BURGLARY OF VEHICLE           ,Theft,16-Oct-15,4609 CASWELL AVE                                                                                    ,21-Oct-15,78751.0
THEFT                         ,Theft,24-Jun-15,304 MASTERSON PASS                                                                                  ,26-Jun-15,78753.0
THEFT OF BICYCLE              ,Theft,18-Sep-15,3543 GREYSTONE DR                                                                                   ,22-Sep-15,78731.0
AUTO THEFT                    ,Auto Theft,22-Aug-15,5330 N IH 35 SVRD SB                                                                                ,24-Aug-15,78751.0
BURGLARY OF RESIDENCE         ,Burglary,12-Jan-15,10806 PINEHURST DR                                                                                  ,19-Jan-15,78747.0
THEFT                         ,Theft,27-May-15,2502 WEBER AVE                                                                                      ,10-Jun-15,78722.0
BURGLARY OF VEHICLE           ,Theft,12-Jun-15,4516 BERKMAN DR                                                                                     ,16-Jun-15,78723.0
THEFT BY SHOPLIFTING          ,Theft,23-Mar-15,5017 W US 290 HWY SVRD EB                                                                           ,2-Apr-15,78749.0
THEFT                         ,Theft,9-Nov-15,12707 N MOPAC EXPY NB                                                                               ,14-Nov-15,78727.0
BURGLARY OF VEHICLE           ,Theft,7-Jul-15,9301 ROWLANDS SAYLE RD                                                                              ,8-Jul-15,78744.0
THEFT                         ,Theft,27-Aug-15,1809 W RUNDBERG LN                                                                                  ,13-Oct-15,78758.0
THEFT                         ,Theft,14-Mar-15,601 E 15TH ST                                                                                       ,25-Mar-15,78701.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,3-May-15,9422 N LAMAR BLVD                                                                                   ,22-May-15,78758.0
THEFT                         ,Theft,22-Oct-15,8916 LINTON DR                                                                                      ,23-Oct-15,78748.0
THEFT BY SHOPLIFTING          ,Theft,15-Apr-15,10107 RESEARCH BLVD SVRD NB                                                                         ,11-Dec-15,78759.0
THEFT                         ,Theft,18-Sep-15,8005 CREEKMERE LN                                                                                   ,22-Sep-15,78748.0
BURGLARY OF VEHICLE           ,Theft,3-Nov-15,1017 W RUNDBERG LN                                                                                  ,4-Nov-15,78758.0
BURGLARY OF RESIDENCE         ,Burglary,5-Aug-15,309 E 11TH ST                                                                                       ,13-Aug-15,78701.0
BURGLARY OF VEHICLE           ,Theft,19-Apr-15,10301 DALEA VISTA CT                                                                                ,6-May-15,78739.0
BURGLARY OF VEHICLE           ,Theft,8-Oct-15,9411 PARKFIELD DR                                                                                   ,12-Oct-15,78758.0
THEFT                         ,Theft,5-Jul-15,7112 ED BLUESTEIN BLVD SB                                                                           ,24-Jul-15,78723.0
THEFT                         ,Theft,1-Jan-15,507 S 1ST ST                                                                                        ,30-Jul-15,78704.0
THEFT BY SHOPLIFTING          ,Theft,12-Apr-15,2508 E RIVERSIDE DR                                                                                 ,20-Apr-15,78741.0
BURGLARY OF VEHICLE           ,Theft,2-Dec-15,1512 BLUEBONNET LN                                                                                  ,3-Dec-15,78704.0
THEFT OF BICYCLE              ,Theft,16-Oct-15,700 ROBERT E LEE RD                                                                                 ,19-Oct-15,78704.0
THEFT                         ,Theft,27-Jan-15,3706 ADELPHI LN                                                                                     ,9-Jun-15,78727.0
THEFT FROM BUILDING           ,Theft,29-Jun-15,8740 N LAMAR BLVD                                                                                   ,31-Jul-15,78758.0
BURGLARY OF VEHICLE           ,Theft,8-Nov-15,1900 BARTON SPRINGS RD                                                                              ,10-Dec-15,78704.0
BURGLARY OF RESIDENCE         ,Burglary,20-Jun-15,725 PATTERSON AVE                                                                                   ,22-Jun-15,78703.0
BURGLARY OF RESIDENCE         ,Burglary,23-Jan-15,6307 BLUFF SPRINGS RD                                                                               ,28-Jan-15,78744.0
AGG ASSAULT WITH MOTOR VEH    ,Agg Assault,5-Oct-15,1905 HEARTHSIDE DR                                                                                  ,4-Dec-15,78757.0
ROBBERY BY THREAT             ,Robbery,5-Nov-15,E 45TH ST / DUVAL ST                                                                                ,9-Nov-15,78751.0
BURGLARY OF VEHICLE           ,Theft,28-May-15,1808 E CESAR CHAVEZ ST                                                                              ,1-Jun-15,78702.0
THEFT                         ,Theft,20-Feb-15,1906 SAN GABRIEL ST                                                                                 ,3-Mar-15,78705.0
THEFT                         ,Theft,4-Oct-15,1105 CLAYTON LN                                                                                     ,8-Oct-15,78723.0
AGG ASSAULT                   ,Agg Assault,20-May-15,7112 ED BLUESTEIN BLVD NB                                                                           ,21-May-15,78724.0
THEFT                         ,Theft,20-Dec-15,7909 SCOTLAND YRD                                                                                   ,29-Dec-15,78759.0
BURGLARY OF RESIDENCE         ,Burglary,7-Oct-15,2610 ALCOTT LN                                                                                      ,8-Oct-15,78748.0
AUTO THEFT                    ,Auto Theft,29-Mar-15,10713 TOPPERWEIN DR                                                                                 ,30-Mar-15,78758.0
THEFT FROM BUILDING           ,Theft,24-Jul-15,3714 BLUESTEIN DR                                                                                   ,21-Aug-15,78721.0
AGG ASSAULT                   ,Agg Assault,19-Feb-15,8079 N LAMAR BLVD NB                                                                                ,23-Feb-15,78753.0
THEFT OF BICYCLE              ,Theft,11-Mar-15,1511 HASKELL ST                                                                                     ,18-Mar-15,78702.0
THEFT                         ,Theft,8-Jul-15,12501 TECH RIDGE BLVD                                                                               ,19-Jan-16,78753.0
BURGLARY OF VEHICLE           ,Theft,25-Jun-15,5347 MISSION CIR                                                                                    ,26-Jun-15,78617.0
THEFT                         ,Theft,24-Mar-15,W 30TH ST / FRUTH ST                                                                                ,21-Apr-15,78705.0
BURGLARY OF VEHICLE           ,Theft,17-Feb-15,235 CANYON RIDGE DR                                                                                 ,18-Feb-15,78753.0
THEFT OF AUTO PARTS           ,Theft,19-May-15,WESTFOREST DR / S LAMAR BLVD                                                                        ,21-May-15,78704.0
AUTO THEFT                    ,Auto Theft,25-Feb-15,2201 MONTOPOLIS DR                                                                                  ,17-Sep-15,78741.0
AGG ASSAULT                   ,Agg Assault,23-Aug-15,N IH 35 SVRD SB / E 9TH ST                                                                          ,5-Sep-15,78701.0
THEFT                         ,Theft,27-May-15,501 E 8TH ST                                                                                        ,18-Jun-15,78701.0
BURGLARY OF RESIDENCE         ,Burglary,6-Jan-15,4804 CREEKWOOD RD                                                                                   ,2-Feb-15,78723.0
THEFT                         ,Theft,2-Jul-15,400 W ANDERSON LN SVRD WB                                                                           ,9-Aug-15,78753.0
BURGLARY NON RESIDENCE        ,Burglary,31-Aug-15,900 N IH 35 SVRD SB                                                                                 ,3-Sep-15,78701.0
BURGLARY NON RESIDENCE        ,Burglary,11-May-15,5701 CAMERON RD                                                                                     ,12-May-15,78723.0
THEFT                         ,Theft,13-Oct-15,8800 N IH 35 SVRD NB                                                                                ,19-Oct-15,78753.0
