GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
AUTO THEFT                    ,Auto Theft,31-Mar-15,3406 CATALINA DR                                                                                    ,15-Oct-15,78741.0
RAPE                          ,Rape,26-Mar-15,,7-Apr-15,78758.0
BURGLARY OF RESIDENCE         ,Burglary,22-May-15,1200 W 39TH HALF ST                                                                                 ,26-May-15,78756.0
THEFT                         ,Theft,16-Jan-15,10006 BROWNIE DR                                                                                    ,19-Jan-15,78753.0
BURGLARY OF RESIDENCE         ,Burglary,4-Mar-15,12911 COVINGTON TRL                                                                                 ,13-May-15,78727.0
THEFT BY SHOPLIFTING          ,Theft,14-Apr-15,6607 S IH 35 SVRD NB                                                                                ,9-May-15,78744.0
BURGLARY NON RESIDENCE        ,Burglary,8-Nov-15,9433 PARKFIELD DR                                                                                   ,,78758.0
THEFT BY SHOPLIFTING          ,Theft,29-Jun-15,2508 E RIVERSIDE DR                                                                                 ,2-Jul-15,78741.0
THEFT OF BICYCLE              ,Theft,16-Jun-15,603 DAVIS ST                                                                                        ,18-Jun-15,78701.0
THEFT                         ,Theft,5-Apr-15,1030 NORWOOD PARK BLVD                                                                              ,21-Apr-15,78753.0
THEFT                         ,Theft,21-May-15,12250 RESEARCH BLVD SVRD SB                                                                         ,20-Jul-15,78759.0
THEFT OF BICYCLE              ,Theft,31-Mar-15,2426 GUADALUPE ST                                                                                   ,1-Apr-15,78705.0
BURGLARY OF RESIDENCE         ,Burglary,13-Jan-15,13213 DEARBONNE DR                                                                                  ,28-Jan-15,78617.0
THEFT                         ,Theft,21-Aug-15,5301 DUVAL RD                                                                                       ,27-Aug-15,78759.0
BURGLARY OF VEHICLE           ,Theft,15-Oct-15,2200 S IH 35 SVRD SB                                                                                ,18-Nov-15,78704.0
BURGLARY OF VEHICLE           ,Theft,5-Feb-15,9025 RESEARCH BLVD NB                                                                               ,11-Feb-15,78758.0
THEFT OF VEHICLE/OTHER        ,Theft,17-Feb-15,2515 CARLOW DR                                                                                      ,19-Feb-15,78745.0
THEFT                         ,Theft,11-Dec-15,7581 CHEVY CHASE DR                                                                                 ,15-Dec-15,78752.0
THEFT BY SHOPLIFTING          ,Theft,17-Aug-15,3311 ESPERANZA XING                                                                                 ,23-Aug-15,78758.0
AUTO THEFT                    ,Auto Theft,3-May-15,9916 WADING POOL PATH                                                                               ,24-May-15,78748.0
BURGLARY OF RESIDENCE         ,Burglary,1-Jun-15,6006 MESSENGER STAKE                                                                                ,2-Jun-15,78746.0
BURGLARY OF VEHICLE           ,Theft,21-Mar-15,E 7TH ST / N IH 35 SVRD SB                                                                          ,24-Mar-15,78701.0
AUTO THEFT                    ,Auto Theft,5-Feb-15,2520 MAGIN MEADOW DR                                                                                ,11-Jun-15,78744.0
THEFT                         ,Theft,4-May-15,710 E BEN WHITE BLVD SVRD WB                                                                        ,14-Jul-15,78704.0
BURGLARY NON RESIDENCE        ,Burglary,7-Sep-15,1200 MEARNS MEADOW BLVD                                                                             ,18-Sep-15,78758.0
THEFT BY SHOPLIFTING          ,Theft,5-Oct-15,2300 W BEN WHITE BLVD SVRD WB                                                                       ,5-Oct-15,78704.0
BURGLARY OF VEHICLE           ,Theft,2-Dec-15,9070 RESEARCH BLVD SB                                                                               ,5-Jan-16,78757.0
BURGLARY OF VEHICLE           ,Theft,28-Jul-15,1501 E 2ND ST                                                                                       ,29-Jul-15,78702.0
BURGLARY OF VEHICLE           ,Theft,4-Sep-15,6718 WINDRIFT WAY                                                                                   ,7-Sep-15,78745.0
THEFT                         ,Theft,14-Mar-15,1332 LAMAR SQUARE DR                                                                                ,18-Mar-15,78704.0
THEFT                         ,Theft,18-Sep-15,11400 BURNET RD                                                                                     ,22-Jan-16,78758.0
THEFT                         ,Theft,18-Mar-15,3900 S MOPAC EXPY SVRD SB                                                                           ,20-Mar-15,78746.0
BURGLARY OF VEHICLE           ,Theft,17-Jul-15,7216 COVERED BRIDGE DR                                                                              ,17-Jul-15,78736.0
BURGLARY OF RESIDENCE         ,Burglary,18-Dec-15,1506 MATTHEWS LN                                                                                    ,30-Dec-15,78745.0
THEFT                         ,Theft,29-Oct-15,11300 N LAMAR BLVD                                                                                  ,6-Nov-15,78758.0
THEFT                         ,Theft,5-Feb-15,8107 RESEARCH BLVD SVRD NB                                                                          ,16-Apr-15,78758.0
BURGLARY NON RESIDENCE        ,Burglary,11-Dec-15,8301 S IH 35 SVRD NB                                                                                ,16-Dec-15,78744.0
BURGLARY OF VEHICLE           ,Theft,26-Nov-15,12800 HARRISGLENN DR                                                                                ,30-Nov-15,78753.0
THEFT                         ,Theft,19-Feb-15,3210 PLANTATION RD                                                                                  ,19-Feb-15,78745.0
THEFT                         ,Theft,9-Sep-15,1219 S LAMAR BLVD                                                                                   ,,78704.0
BURGLARY OF VEHICLE           ,Theft,7-Dec-15,12017 AMHERST DR                                                                                    ,8-Dec-15,78759.0
AUTO THEFT                    ,Auto Theft,5-Jun-15,4301 W WILLIAM CANNON DR                                                                            ,7-Jun-15,78749.0
THEFT                         ,Theft,26-Apr-15,1109 S PLEASANT VALLEY RD                                                                           ,27-Apr-15,78741.0
THEFT BY SHOPLIFTING          ,Theft,5-Mar-15,14028 N US 183 HWY SVRD SB                                                                          ,9-Mar-15,78613.0
THEFT FROM PERSON             ,Theft,2-Sep-15,6800 BERKMAN DR                                                                                     ,16-Sep-15,78723.0
THEFT                         ,Theft,12-Mar-15,1030 NORWOOD PARK BLVD                                                                              ,14-Mar-15,78753.0
BURGLARY OF VEHICLE           ,Theft,1-May-15,5405 PINE PL                                                                                        ,1-May-15,78744.0
BURGLARY OF VEHICLE           ,Theft,16-Oct-15,600 N IH 35 SB                                                                                      ,17-Oct-15,78701.0
BURGLARY OF VEHICLE           ,Theft,17-Nov-15,4404 W WILLIAM CANNON DR                                                                            ,5-Jan-16,78749.0
BURGLARY OF RESIDENCE         ,Burglary,18-Dec-15,5701 JOHNNY MORRIS RD                                                                               ,21-Dec-15,78724.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,20-Oct-15,715 S LAMAR BLVD                                                                                    ,27-Oct-15,78704.0
BURGLARY OF VEHICLE           ,Theft,24-Jan-15,E 8TH ST / TRINITY ST                                                                               ,26-Jan-15,78701.0
BURGLARY NON RESIDENCE        ,Burglary,30-Nov-15,1903 WILLOW CREEK DR                                                                                ,8-Jan-16,78741.0
BURGLARY NON RESIDENCE        ,Burglary,15-May-15,7418 CAMERON RD                                                                                     ,15-Dec-15,78752.0
BURGLARY OF RESIDENCE         ,Burglary,19-Sep-15,8221 N IH 35 SVRD NB                                                                                ,3-Dec-15,78753.0
THEFT BY SHOPLIFTING          ,Theft,10-Mar-15,5621 N IH 35 SVRD NB                                                                                ,,78723.0
BURGLARY NON RESIDENCE        ,Burglary,24-Apr-15,5100 ROADRUNNER LN                                                                                  ,1-Oct-15,78749.0
BURGLARY OF VEHICLE           ,Theft,19-Feb-15,10608 THOROUGHBRED DR                                                                               ,25-Feb-15,78748.0
THEFT BY SHOPLIFTING          ,Theft,25-Jul-15,7301 N FM 620 RD                                                                                    ,30-Jul-15,78726.0
BURGLARY OF VEHICLE           ,Theft,27-Mar-15,6000 MIDDLE FISKVILLE RD                                                                            ,30-Mar-15,78752.0
BURGLARY OF VEHICLE           ,Theft,26-Apr-15,2500 BURLESON RD                                                                                    ,6-May-15,78741.0
BURGLARY OF VEHICLE           ,Theft,23-Oct-15,1300 MARIPOSA DR                                                                                    ,25-Nov-15,78704.0
AUTO THEFT                    ,Auto Theft,26-Jul-15,821 W 11TH ST                                                                                       ,28-Jul-15,78701.0
THEFT FROM PERSON             ,Theft,5-Sep-15,7844 BURNET RD                                                                                      ,,78757.0
THEFT                         ,Theft,22-Nov-15,2711 S IH 35 NB                                                                                     ,,78741.0
THEFT OF BICYCLE              ,Theft,23-Mar-15,133 FREDERICK ST                                                                                    ,25-Mar-15,78704.0
BURGLARY OF VEHICLE           ,Theft,29-May-15,11500 METRIC BLVD                                                                                   ,9-Jun-15,78758.0
BURGLARY OF VEHICLE           ,Theft,14-Sep-15,13000 HUNTERS CHASE DR                                                                              ,15-Sep-15,78729.0
BURGLARY OF RESIDENCE         ,Burglary,19-Aug-15,1419 FAIRWOOD RD                                                                                    ,16-Sep-15,78722.0
BURGLARY NON RESIDENCE        ,Burglary,16-Sep-15,3713 TUDOR BLVD                                                                                     ,1-Oct-15,78759.0
THEFT OF BICYCLE              ,Theft,20-Mar-15,W 38TH ST / RONSON ST                                                                               ,24-Mar-15,78751.0
BURGLARY OF VEHICLE           ,Theft,15-Oct-15,600 N IH 35 SB                                                                                      ,19-Oct-15,78701.0
RAPE                          ,Rape,20-Sep-15,,,
BURGLARY OF RESIDENCE         ,Burglary,1-Sep-15,1604 WHELESS LN                                                                                     ,9-Sep-15,78723.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,15-Oct-15,1420 E ANDERSON LN SVRD WB                                                                          ,,78753.0
THEFT                         ,Theft,19-Dec-15,2701 E 7TH ST                                                                                       ,3-Jan-16,78702.0
BURGLARY OF VEHICLE           ,Theft,26-Apr-15,1016 W STASSNEY LN                                                                                  ,13-May-15,78745.0
THEFT OF LICENSE PLATE        ,Theft,13-Apr-15,900 BLOCK W 26TH ST                                                                                 ,14-Apr-15,78705.0
THEFT                         ,Theft,27-Oct-15,600 BARWOOD PARK                                                                                    ,28-Oct-15,78753.0
THEFT                         ,Theft,11-Sep-15,315 E ST ELMO RD                                                                                    ,23-Sep-15,78745.0
THEFT BY SHOPLIFTING          ,Theft,22-Jun-15,2316 GUADALUPE ST                                                                                   ,23-Jun-15,78705.0
THEFT                         ,Theft,8-Dec-15,3909 S CONGRESS AVE                                                                                 ,8-Dec-15,78704.0
AGG ASSAULT                   ,Agg Assault,27-Oct-15,611 FLOURNOY DR                                                                                     ,30-Nov-15,78745.0
THEFT                         ,Theft,21-Oct-15,4003 CHERRYWOOD RD                                                                                  ,20-Nov-15,78722.0
THEFT                         ,Theft,9-Sep-15,1515 WICKERSHAM LN                                                                                  ,5-Jan-16,78741.0
THEFT BY SHOPLIFTING          ,Theft,27-Sep-15,836 AIRPORT BLVD                                                                                    ,26-Oct-15,78702.0
THEFT OF BICYCLE              ,Theft,4-Dec-15,4401 SPEEDWAY                                                                                       ,9-Dec-15,78751.0
THEFT                         ,Theft,8-Jun-15,5537 LOYOLA LN                                                                                      ,17-Sep-15,78724.0
BURGLARY NON RESIDENCE        ,Burglary,26-Dec-15,8101 N LAMAR BLVD NB                                                                                ,22-Jan-16,78753.0
AGG ASSAULT                   ,Agg Assault,7-Aug-15,214 E ANDERSON LN SVRD WB                                                                           ,10-Aug-15,78753.0
THEFT BY SHOPLIFTING          ,Theft,21-Sep-15,710 E BEN WHITE BLVD EB                                                                             ,6-Nov-15,78745.0
BURGLARY OF VEHICLE           ,Theft,25-Jun-15,W SLAUGHTER LN / WOLFTRAP DR                                                                        ,26-Jun-15,78749.0
THEFT                         ,Theft,20-Sep-15,10616 MELLOW MEADOWS                                                                                ,2-Oct-15,78750.0
BURGLARY OF VEHICLE           ,Theft,2-Feb-15,9707 ANDERSON VILLAGE DR                                                                            ,4-Feb-15,78729.0
BURGLARY OF RESIDENCE         ,Burglary,8-Jan-15,3006 VAL DR                                                                                         ,19-Jan-15,78723.0
THEFT BY SHOPLIFTING          ,Theft,23-Sep-15,9500 S IH 35 SVRD SB                                                                                ,24-Sep-15,78748.0
BURGLARY OF VEHICLE           ,Theft,14-Jul-15,8402 ANDREWS LN                                                                                     ,21-Jul-15,78759.0
BURGLARY OF VEHICLE           ,Theft,23-Jun-15,2952 BARTON SKWY                                                                                    ,25-Jun-15,78746.0
BURGLARY OF VEHICLE           ,Theft,18-Feb-15,9802 GRAY BLVD                                                                                      ,,78758.0
BURGLARY OF VEHICLE           ,Theft,6-May-15,6710 COLUMBIA DR                                                                                    ,7-May-15,78723.0
BURGLARY OF VEHICLE           ,Theft,12-Feb-15,9012 RESEARCH BLVD SVRD SB                                                                          ,16-Feb-15,78757.0
BURGLARY OF VEHICLE           ,Theft,23-Sep-15,9012 MOUNTAIN LAKE CIR                                                                              ,25-Sep-15,78750.0
BURGLARY OF VEHICLE           ,Theft,9-Jul-15,10002 DORSET DR                                                                                     ,20-Jul-15,78753.0
THEFT                         ,Theft,3-Dec-15,12003 YARBROUGH DR                                                                                  ,11-Dec-15,78748.0
THEFT FROM PERSON             ,Theft,6-Jul-15,710 E BEN WHITE BLVD EB                                                                             ,10-Aug-15,78745.0
THEFT                         ,Theft,14-Jun-15,5017 W US 290 HWY EB                                                                                ,14-Jun-15,78749.0
BURGLARY OF RESIDENCE         ,Burglary,29-Dec-15,2023 NORTHRIDGE DR                                                                                  ,31-Dec-15,78723.0
BURGLARY OF VEHICLE           ,Theft,27-Mar-15,2801 HEMPHILL PARK                                                                                  ,14-Apr-15,78705.0
THEFT BY SHOPLIFTING          ,Theft,29-Aug-15,1201 BARBARA JORDAN BLVD                                                                            ,1-Sep-15,78723.0
THEFT                         ,Theft,26-Sep-15,5330 N IH 35 SVRD SB                                                                                ,1-Oct-15,78751.0
THEFT BY SHOPLIFTING          ,Theft,5-Jul-15,11200 LAKELINE MALL DR                                                                              ,6-Jul-15,78613.0
BURGLARY OF VEHICLE           ,Theft,27-Apr-15,2204 FAIR OAKS DR                                                                                   ,28-Apr-15,78745.0
BURGLARY OF VEHICLE           ,Theft,27-Jul-15,12118 WALNUT PARK XING                                                                              ,4-Aug-15,78753.0
THEFT                         ,Theft,6-Dec-15,10926 JOLLYVILLE RD                                                                                 ,8-Dec-15,78759.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,8-Apr-15,5200 E WILLIAM CANNON DR                                                                            ,26-May-15,78744.0
THEFT                         ,Theft,15-Jul-15,5300 HUTCHINSON DR                                                                                  ,,78723.0
THEFT BY SHOPLIFTING          ,Theft,22-Aug-15,5621 N IH 35 SVRD NB                                                                                ,23-Aug-15,78723.0
AUTO THEFT                    ,Auto Theft,5-Mar-15,3201 ESPERANZA XING                                                                                 ,9-Jul-15,78758.0
BURGLARY OF VEHICLE           ,Theft,22-Jun-15,2306 ROGGE LN                                                                                       ,25-Jun-15,78723.0
THEFT                         ,Theft,4-Mar-15,625 E STASSNEY LN                                                                                   ,11-Mar-15,78745.0
BURGLARY OF RESIDENCE         ,Burglary,7-Nov-15,1900 VISTA LN                                                                                       ,10-Nov-15,78703.0
THEFT                         ,Theft,5-May-15,E DEAN KEETON ST / BEANNA ST                                                                        ,,78705.0
BURGLARY NON RESIDENCE        ,Burglary,9-Dec-15,6607 N IH 35 SVRD NB                                                                                ,10-Dec-15,78752.0
THEFT                         ,Theft,19-Jul-15,10107 RESEARCH BLVD NB                                                                              ,22-Jul-15,78759.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,21-Mar-15,4509 E ST ELMO RD                                                                                   ,24-Mar-15,78744.0
BURGLARY OF VEHICLE           ,Theft,26-Nov-15,13400 LEGENDARY DR                                                                                  ,30-Dec-15,78727.0
AGG ASSAULT                   ,Agg Assault,25-Sep-15,2103 S CONGRESS AVE                                                                                 ,,78704.0
BURGLARY OF VEHICLE           ,Theft,2-Nov-15,12621 HYMEADOW DR                                                                                   ,2-Nov-15,78729.0
BURGLARY OF RESIDENCE         ,Burglary,22-Mar-15,11203 SAGE HOLLOW DR                                                                                ,25-Mar-15,78758.0
AGG ASSAULT                   ,Agg Assault,22-Jul-15,601 E 15TH ST                                                                                       ,21-Aug-15,78701.0
BURGLARY OF VEHICLE           ,Theft,15-Jul-15,12113 METRIC BLVD                                                                                   ,15-Jul-15,78758.0
BURGLARY OF VEHICLE           ,Theft,11-Mar-15,3206 SILVERLEAF DR                                                                                  ,9-Apr-15,78757.0
THEFT                         ,Theft,10-Jul-15,1507 VALLEYRIDGE DR                                                                                 ,20-Jul-15,78704.0
BURGLARY OF VEHICLE           ,Theft,6-Mar-15,1401 E RUNDBERG LN                                                                                  ,6-Mar-15,78753.0
THEFT BY SHOPLIFTING          ,Theft,16-Feb-15,11200 LAKELINE MALL DR                                                                              ,26-Feb-15,78613.0
THEFT                         ,Theft,19-Mar-15,10901 BEACHMONT LN                                                                                  ,27-Mar-15,78739.0
BURGLARY OF VEHICLE           ,Theft,20-Feb-15,10515 N MOPAC EXPY SVRD NB                                                                          ,27-Feb-15,78758.0
THEFT BY SHOPLIFTING          ,Theft,11-Aug-15,1000 E 41ST ST                                                                                      ,12-Aug-15,78751.0
BURG OF RES - SEXUAL NATURE   ,Burglary,10-Dec-15,4613 WINDY BROOK DR                                                                                 ,,78723.0
BURGLARY OF VEHICLE           ,Theft,23-Jul-15,2505 BOWMAN AVE                                                                                     ,17-Aug-15,78703.0
BURGLARY OF VEHICLE           ,Theft,3-May-15,2302 WILMA RUDOLPH RD                                                                               ,6-May-15,78748.0
THEFT                         ,Theft,8-May-15,2701 E 7TH ST                                                                                       ,12-May-15,78702.0
BURGLARY OF RESIDENCE         ,Burglary,19-Mar-15,2310 ROCKRIDGE DR                                                                                   ,23-Mar-15,78744.0
BURGLARY OF RESIDENCE         ,Burglary,29-Jun-15,102 PRINCE DR                                                                                       ,1-Jul-15,78752.0
AUTO THEFT                    ,Auto Theft,4-Jan-15,10511 ROBINWOOD CIR                                                                                 ,7-Jan-15,78758.0
THEFT                         ,Theft,10-Aug-15,1822 RUTLAND DR                                                                                     ,17-Aug-15,78758.0
BURGLARY OF VEHICLE           ,Theft,7-Jul-15,701 WOODWARD ST                                                                                     ,8-Jul-15,78704.0
BURGLARY OF VEHICLE           ,Theft,10-Sep-15,4510 W GUADALUPE ST                                                                                 ,10-Sep-15,78751.0
THEFT OF BICYCLE              ,Theft,18-Mar-15,503 E 6TH ST                                                                                        ,24-Mar-15,78701.0
THEFT BY SHOPLIFTING          ,Theft,26-Oct-15,4405 E RIVERSIDE DR                                                                                 ,29-Oct-15,78741.0
BURGLARY OF VEHICLE           ,Theft,7-Mar-15,11500 ERIC HEIDEN CT                                                                                ,24-Mar-15,78748.0
THEFT BY SHOPLIFTING          ,Theft,20-Dec-15,4405 E RIVERSIDE DR                                                                                 ,22-Dec-15,78741.0
THEFT                         ,Theft,14-Jul-15,10107 RESEARCH BLVD NB                                                                              ,25-Jan-16,78759.0
THEFT                         ,Theft,7-Apr-15,412 E WILLIAM CANNON DR                                                                             ,10-Apr-15,78745.0
THEFT                         ,Theft,2-Apr-15,2777 E SH 71 WB                                                                                     ,16-Apr-15,78617.0
BURGLARY OF VEHICLE           ,Theft,6-Jul-15,2104 E ANDERSON LN SVRD WB                                                                          ,8-Jul-15,78754.0
THEFT BY SHOPLIFTING          ,Theft,4-Jun-15,11066 PECAN PARK BLVD                                                                               ,28-Aug-15,78613.0
BURGLARY OF VEHICLE           ,Theft,29-Jan-15,2100 SAN GABRIEL ST                                                                                 ,17-Feb-15,78705.0
THEFT                         ,Theft,19-Mar-15,201 W BEN WHITE BLVD SVRD EB                                                                        ,12-Apr-15,78745.0
THEFT                         ,Theft,23-Jan-15,5800 TECHNI CENTER DR                                                                               ,11-Feb-15,78721.0
BURGLARY OF VEHICLE           ,Theft,20-Mar-15,6825 E US 290 HWY EB                                                                                ,14-Apr-15,78723.0
BURGLARY OF VEHICLE           ,Theft,20-Nov-15,500 E 12TH ST                                                                                       ,23-Nov-15,78701.0
BURGLARY OF VEHICLE           ,Theft,20-Jun-15,10936 STONELAKE BLVD                                                                                ,24-Jun-15,78759.0
BURGLARY OF VEHICLE           ,Theft,24-Mar-15,6710 BURNET RD                                                                                      ,26-Mar-15,78757.0
AUTO THEFT                    ,Auto Theft,30-Nov-15,9520 SPECTRUM DR                                                                                    ,30-Nov-15,78717.0
THEFT                         ,Theft,23-Dec-15,7000 DECKER LN                                                                                      ,28-Jan-16,78724.0
BURGLARY OF RESIDENCE         ,Burglary,2-Sep-15,2302 BROOKHILL DR                                                                                   ,4-Sep-15,78745.0
THEFT OF BICYCLE              ,Theft,23-Feb-15,606 TRINITY ST                                                                                      ,25-Feb-15,78701.0
BURGLARY OF VEHICLE           ,Theft,17-Oct-15,2600 VIA FORTUNA                                                                                    ,20-Oct-15,78746.0
THEFT BY SHOPLIFTING          ,Theft,4-Sep-15,5017 W US 290 HWY SVRD EB                                                                           ,,78749.0
THEFT                         ,Theft,29-Sep-15,7025 VILLAGE CENTER DR                                                                              ,1-Oct-15,78731.0
THEFT                         ,Theft,22-Mar-15,E 7TH ST / NECHES ST                                                                                ,3-Apr-15,78701.0
BURGLARY OF VEHICLE           ,Theft,22-Jan-15,3810 VALLEY VIEW RD                                                                                 ,23-Jan-15,78704.0
THEFT                         ,Theft,21-May-15,403 E 15TH ST                                                                                       ,8-Jun-15,78701.0
BURGLARY OF RESIDENCE         ,Burglary,29-Jan-15,1401 E RUNDBERG LN                                                                                  ,2-Feb-15,78753.0
THEFT BY SHOPLIFTING          ,Theft,19-Feb-15,525 N LAMAR BLVD                                                                                    ,23-Feb-15,78703.0
BREACH OF COMPUTER SECURITY   ,Theft,22-Feb-15,8600 N FM 620 RD                                                                                    ,28-Apr-15,78726.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,16-Nov-15,10612 ROYAL TARA CV                                                                                 ,24-Nov-15,78717.0
BURGLARY OF VEHICLE           ,Theft,2-Jan-15,9104 GLENN LN                                                                                       ,7-Jan-15,78753.0
BURGLARY OF VEHICLE           ,Theft,7-Nov-15,12989 N US 183 HWY SVRD NB                                                                          ,10-Nov-15,78729.0
BURGLARY OF VEHICLE           ,Theft,14-Jun-15,1600 WICKERSHAM LN                                                                                  ,19-Jun-15,78741.0
AUTO THEFT                    ,Auto Theft,7-Dec-15,3008 CEDARLAWN CIR                                                                                  ,8-Dec-15,78723.0
AGG RAPE OF A CHILD           ,Rape,28-Jul-15,,13-Jan-16,78753.0
BURGLARY OF VEHICLE           ,Theft,4-Sep-15,5540 KLEBERG TRL                                                                                    ,7-Sep-15,78747.0
THEFT BY SHOPLIFTING          ,Theft,12-Jan-15,1030 NORWOOD PARK BLVD                                                                              ,21-Jan-15,78753.0
THEFT FROM BUILDING           ,Theft,18-Oct-15,9828 GREAT HILLS TRL                                                                                ,23-Oct-15,78759.0
THEFT                         ,Theft,29-Jun-15,7107 LUNAR DR                                                                                       ,7-Jul-15,78745.0
BURGLARY OF VEHICLE           ,Theft,9-Oct-15,817 W 5TH ST                                                                                        ,14-Oct-15,78703.0
THEFT                         ,Theft,11-Oct-15,10107 RESEARCH BLVD NB                                                                              ,16-Oct-15,78759.0
THEFT                         ,Theft,17-Mar-15,608 S LAMAR BLVD                                                                                    ,18-Mar-15,78704.0
BURGLARY OF VEHICLE           ,Theft,26-Feb-15,4705 RICHMOND AVE                                                                                   ,5-Mar-15,78745.0
BURGLARY OF RESIDENCE         ,Burglary,14-Jul-15,4825 DAVIS LN                                                                                       ,21-Jul-15,78749.0
BURGLARY NON RESIDENCE        ,Burglary,9-Dec-15,6607 N IH 35 SVRD NB                                                                                ,10-Dec-15,78752.0
THEFT                         ,Theft,12-Oct-15,2607 S 1ST ST                                                                                       ,,78704.0
BURGLARY OF RESIDENCE         ,Burglary,26-Dec-15,8805 NORTH PLZ                                                                                      ,31-Dec-15,78753.0
AUTO THEFT                    ,Auto Theft,10-Feb-15,1106 REINLI ST                                                                                      ,11-Feb-15,78723.0
BURGLARY OF VEHICLE           ,Theft,22-Jan-15,3810 VALLEY VIEW RD                                                                                 ,23-Jan-15,78704.0
THEFT                         ,Theft,25-Mar-15,3212 CROSSCREEK DR                                                                                  ,7-Apr-15,78757.0
BURGLARY OF RESIDENCE         ,Burglary,17-Dec-15,10500 LAKELINE MALL DR                                                                              ,21-Dec-15,78717.0
BURGLARY OF RESIDENCE         ,Burglary,12-Dec-15,8104 BURRELL DR                                                                                     ,16-Dec-15,78757.0
BURGLARY OF VEHICLE           ,Theft,21-Dec-15,1911 WILLOW CREEK DR                                                                                ,29-Dec-15,78741.0
THEFT                         ,Theft,22-Mar-15,8764 RESEARCH BLVD SVRD SB                                                                          ,1-Apr-15,78757.0
BURGLARY OF VEHICLE           ,Theft,4-Apr-15,1600 WICKERSHAM LN                                                                                  ,,78741.0
THEFT                         ,Theft,22-Nov-15,9009 GREAT HILLS TRL                                                                                ,25-Nov-15,78759.0
BURGLARY OF RESIDENCE         ,Burglary,7-Sep-15,2209 ARPDALE ST                                                                                     ,17-Dec-15,78704.0
BURGLARY OF VEHICLE           ,Theft,7-Sep-15,12820 N LAMAR BLVD                                                                                  ,17-Sep-15,78753.0
AUTO THEFT                    ,Auto Theft,21-Sep-15,4900 CREEKLINE DR                                                                                   ,22-Sep-15,78745.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,1-Mar-15,1219 S LAMAR BLVD                                                                                   ,10-Mar-15,78704.0
AUTO THEFT                    ,Auto Theft,20-Nov-15,11509 N LAMAR BLVD                                                                                  ,20-Nov-15,78753.0
THEFT BY SHOPLIFTING          ,Theft,10-Jan-15,1030 NORWOOD PARK BLVD                                                                              ,,78753.0
BURGLARY NON RESIDENCE        ,Burglary,26-Oct-15,2412 HIDALGO ST                                                                                     ,17-Nov-15,78702.0
BURGLARY OF VEHICLE           ,Theft,24-Sep-15,10000 RESEARCH BLVD SB                                                                              ,25-Sep-15,78759.0
THEFT                         ,Theft,5-Jan-15,2237 E RIVERSIDE DR                                                                                 ,12-Jan-15,78741.0
THEFT                         ,Theft,28-Jul-15,2222 E OLTORF ST                                                                                    ,25-Aug-15,78741.0
BURGLARY OF VEHICLE           ,Theft,10-Jun-15,2208 ZACH SCOTT ST                                                                                  ,11-Jun-15,78723.0
THEFT                         ,Theft,19-Feb-15,10904 CROWN COLONY DR                                                                               ,20-Feb-15,78747.0
THEFT BY SHOPLIFTING          ,Theft,7-Mar-15,2701 E 7TH ST                                                                                       ,9-Mar-15,78702.0
BURGLARY OF RESIDENCE         ,Burglary,31-Jan-15,4516 CHATEAU VILLAGE WAY                                                                            ,9-Feb-15,78744.0
BURGLARY OF VEHICLE           ,Theft,11-May-15,500 E ANDERSON LN EB                                                                                ,12-May-15,78752.0
BURGLARY OF VEHICLE           ,Theft,23-Nov-15,2201 LEON ST                                                                                        ,8-Dec-15,78705.0
BURGLARY OF RESIDENCE         ,Burglary,4-Oct-15,1301 CROSSING PL                                                                                    ,14-Oct-15,78741.0
BURGLARY OF VEHICLE           ,Theft,21-Nov-15,1221 ALGARITA AVE                                                                                   ,16-Dec-15,78704.0
THEFT                         ,Theft,1-Dec-15,800 W 5TH ST                                                                                        ,14-Dec-15,78703.0
BURGLARY OF VEHICLE           ,Theft,5-Mar-15,9400 BERNOULLI DR                                                                                   ,5-Mar-15,78748.0
THEFT BY SHOPLIFTING          ,Theft,29-Jun-15,2701 E 7TH ST                                                                                       ,30-Jun-15,78702.0
THEFT OF BICYCLE              ,Theft,15-Aug-15,1717 TOOMEY RD                                                                                      ,18-Aug-15,78704.0
BURGLARY OF VEHICLE           ,Theft,16-Jul-15,7517 CAMERON RD                                                                                     ,22-Jul-15,78752.0
THEFT                         ,Theft,7-Sep-15,6715 S IH 35 SVRD NB                                                                                ,21-Sep-15,78744.0
THEFT                         ,Theft,18-Sep-15,3600 PRESIDENTIAL BLVD                                                                              ,28-Sep-15,78719.0
BURGLARY OF VEHICLE           ,Theft,9-Oct-15,9333 RESEARCH BLVD NB                                                                               ,12-Oct-15,78759.0
BURGLARY OF VEHICLE           ,Theft,3-Apr-15,5901 N IH 35 SVRD NB                                                                                ,,78723.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,8-Aug-15,1511 FARO DR                                                                                        ,5-Oct-15,78741.0
THEFT                         ,Theft,23-Mar-15,5621 N IH 35 SVRD NB                                                                                ,31-Mar-15,78723.0
