GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
THEFT                         ,Theft,8-Sep-16,1144 AIRPORT BLVD                                                                                   ,17-Jan-17,78702.0
THEFT                         ,Theft,30-Nov-16,1434 W WELLS BRANCH PKWY                                                                            ,13-Dec-16,78660.0
THEFT OF LICENSE PLATE        ,Theft,3-Mar-16,6307 BLUFF SPRINGS RD                                                                               ,3-Mar-16,78744.0
THEFT BY SHOPLIFTING          ,Theft,25-Nov-16,3409 ESPERANZA XING                                                                                 ,15-Dec-16,78758.0
SEXUAL ASSAULT W/ OBJECT      ,Rape,30-Sep-16,,29-Nov-16,78746.0
ROBBERY BY ASSAULT            ,Robbery,17-Oct-16,9300 COLLINFIELD DR                                                                                 ,9-Nov-16,78758.0
BURGLARY NON RESIDENCE        ,Burglary,28-Dec-16,9010 BRIARDALE DR                                                                                   ,24-Jan-17,78758.0
THEFT OF LICENSE PLATE        ,Theft,21-Jan-16,1907 WILLOW CREEK DR                                                                                ,21-Jan-16,78741.0
BURGLARY NON RESIDENCE        ,Burglary,2-Apr-16,2310 WICKERSHAM LN                                                                                  ,10-May-16,78741.0
SEXUAL ASSAULT OF CHILD/OBJECT,Rape,17-Aug-16,,4-Oct-16,
THEFT OF BICYCLE              ,Theft,26-Aug-16,801 W 24TH ST                                                                                       ,2-Sep-16,78705.0
THEFT                         ,Theft,2-Apr-16,6904 TULANE DR                                                                                      ,13-Apr-16,78723.0
THEFT                         ,Theft,17-Aug-16,515 CONGRESS AVE                                                                                    ,28-Sep-16,78701.0
THEFT                         ,Theft,7-Oct-16,2904 BARTON SKWY                                                                                    ,12-Oct-16,78746.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,25-Nov-16,1220 CAMINO LA COSTA                                                                                ,4-Dec-16,78752.0
AGG SEXUAL ASSAULT CHILD/OBJEC,Rape,28-Dec-16,,,
RAPE                          ,Rape,21-Mar-16,,2-Nov-16,78751.0
THEFT                         ,Theft,26-Jul-16,825 E RUNDBERG LN                                                                                   ,5-Aug-16,78753.0
AUTO THEFT                    ,Auto Theft,10-Mar-16,2005 WILLOW CREEK DR                                                                                ,12-Mar-16,78741.0
THEFT                         ,Theft,24-Mar-16,3600 PRESIDENTIAL BLVD                                                                              ,7-Apr-16,78719.0
THEFT                         ,Theft,15-Sep-16,3759 VALLEY VIEW RD                                                                                 ,23-Sep-16,78704.0
THEFT                         ,Theft,17-Feb-16,1075 ABIA WAY                                                                                       ,15-Mar-16,78719.0
BURGLARY OF VEHICLE           ,Theft,26-Jul-16,8400 RESEARCH BLVD SVRD SB                                                                          ,4-Aug-16,78757.0
THEFT                         ,Theft,18-Jul-16,12407 N MOPAC EXPY SVRD NB                                                                          ,12-Sep-16,78758.0
MURDER                        ,Murder,8-Apr-16,831 W RUNDBERG LN                                                                                   ,9-Apr-16,78758.0
BURGLARY OF RESIDENCE         ,Burglary,27-May-16,9705 DALLUM DR                                                                                      ,1-Jun-16,78753.0
THEFT BY SHOPLIFTING          ,Theft,2-Jun-16,7912 W US 290 HWY                                                                                   ,6-Jun-16,78736.0
AUTO THEFT                    ,Auto Theft,27-Apr-16,8552 N LAMAR BLVD                                                                                   ,3-May-16,78758.0
BURGLARY OF RESIDENCE         ,Burglary,23-May-16,13021 LEGENDARY DR                                                                                  ,31-May-16,78727.0
THEFT OF AUTO PARTS           ,Theft,22-Nov-16,13203 RAMPART ST                                                                                    ,22-Nov-16,78727.0
THEFT OF BICYCLE              ,Theft,9-Jul-16,400 W 35TH ST                                                                                       ,14-Jul-16,78705.0
BURGLARY OF VEHICLE           ,Theft,28-Mar-16,7596 CHEVY CHASE DR                                                                                 ,29-Mar-16,78752.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,20-Nov-16,11350 FOUR POINTS DR                                                                                ,20-Nov-16,78726.0
BURGLARY OF VEHICLE           ,Theft,13-Jul-16,1700 HASKELL ST                                                                                     ,15-Jul-16,78702.0
THEFT                         ,Theft,7-Jun-16,12113 ARRAN ST                                                                                      ,31-Jul-16,78754.0
THEFT OF BICYCLE              ,Theft,23-May-16,1212 GUADALUPE ST                                                                                   ,25-May-16,78701.0
BURG NON RESIDENCE SHEDS      ,Burglary,17-Jul-16,11915 STONEHOLLOW DR                                                                                ,25-Oct-16,78758.0
BREACH OF COMPUTER SECURITY   ,Theft,20-Apr-16,1010 LAND CREEK CV                                                                                  ,28-Apr-16,78746.0
THEFT OF BICYCLE              ,Theft,13-Jan-16,617 W SLAUGHTER LN                                                                                  ,16-Feb-16,78748.0
THEFT                         ,Theft,3-Nov-16,12501 TECH RIDGE BLVD                                                                               ,8-Nov-16,78753.0
BURGLARY OF VEHICLE           ,Theft,4-Jun-16,5505 CORDELL LN                                                                                     ,5-Jul-16,78723.0
THEFT                         ,Theft,11-May-16,500 E 7TH ST                                                                                        ,12-May-16,78701.0
THEFT OF AUTO PARTS           ,Theft,25-Feb-16,8800 N IH 35 SB                                                                                     ,26-Feb-16,78753.0
BURGLARY OF VEHICLE           ,Theft,4-Jun-16,5728 JANABYRD LN                                                                                    ,7-Jun-16,78749.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,10-Apr-16,1817 E OLTORF ST                                                                                    ,20-Apr-16,78741.0
THEFT                         ,Theft,17-Jun-16,5801 AINEZ DR                                                                                       ,,78744.0
BURGLARY OF VEHICLE           ,Theft,11-Jun-16,NECHES ST / E 7TH ST                                                                                ,13-Jun-16,78701.0
AUTO THEFT                    ,Auto Theft,17-Feb-16,900 W 26TH ST                                                                                       ,8-Mar-16,78705.0
BURGLARY OF VEHICLE           ,Theft,15-May-16,12401 N LAMAR BLVD                                                                                  ,17-May-16,78753.0
THEFT                         ,Theft,10-Oct-16,1108 VARGAS RD                                                                                      ,8-Feb-17,78741.0
THEFT FROM BUILDING           ,Theft,5-Dec-16,214 W 4TH ST                                                                                        ,6-Dec-16,78701.0
AUTO THEFT                    ,Auto Theft,29-Jun-16,6816 BEATTY DR                                                                                      ,2-Jul-16,78749.0
THEFT                         ,Theft,4-Apr-16,1901 RIO GRANDE ST                                                                                  ,26-Apr-16,78705.0
BURGLARY OF VEHICLE           ,Theft,2-Jan-16,8026 GESSNER DR                                                                                     ,8-Jan-16,78753.0
BURGLARY OF RESIDENCE         ,Burglary,16-Dec-16,11010 JORDAN LN                                                                                     ,27-Dec-16,78758.0
AGG ASSAULT                   ,Agg Assault,18-Mar-16,509 E BEN WHITE BLVD EB                                                                             ,18-Mar-16,78745.0
THEFT OF LICENSE PLATE        ,Theft,6-Sep-16,12501 TECH RIDGE BLVD                                                                               ,11-Sep-16,78753.0
THEFT                         ,Theft,16-Mar-16,1300 E RIVERSIDE DR                                                                                 ,29-Mar-16,78741.0
THEFT OF BICYCLE              ,Theft,13-Jan-16,1401 ST EDWARDS DR                                                                                  ,14-Jan-16,78704.0
THEFT OF LICENSE PLATE        ,Theft,31-May-16,79 RAINEY ST                                                                                        ,5-Jun-16,78701.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,26-Sep-16,8001 GESSNER DR                                                                                     ,29-Sep-16,78753.0
BURGLARY OF VEHICLE           ,Theft,6-Nov-16,6100 FRIENDSWOOD DR                                                                                 ,9-Nov-16,78723.0
BURGLARY OF RESIDENCE         ,Burglary,10-Feb-16,800 PRINCE ARN DR                                                                                   ,15-Feb-16,78745.0
RAPE                          ,Rape,15-Dec-16,,20-Dec-16,78701.0
BURGLARY OF VEHICLE           ,Theft,16-Mar-16,10722 FLORAL PARK DR                                                                                ,30-Mar-16,78759.0
THEFT OF BICYCLE              ,Theft,10-Feb-16,6403 MELROSE TRL                                                                                    ,2-Aug-16,78727.0
AGG ASSAULT                   ,Agg Assault,10-Sep-16,809 CONGRESS AVE                                                                                    ,,78701.0
THEFT OF HEAVY EQUIPMENT      ,Theft,17-Feb-16,13400 BLOCK LYNDHURST ST                                                                            ,18-Feb-16,78729.0
THEFT OF LICENSE PLATE        ,Theft,23-Apr-16,13100 METRIC BLVD                                                                                   ,24-Apr-16,78727.0
THEFT BY SHOPLIFTING          ,Theft,29-Nov-16,2508 E RIVERSIDE DR                                                                                 ,6-Dec-16,78741.0
BURGLARY OF VEHICLE           ,Theft,28-Jan-16,12166 METRIC BLVD                                                                                   ,4-Feb-16,78758.0
BURGLARY OF RESIDENCE         ,Burglary,22-Jan-16,4521 MATTIE ST                                                                                      ,27-Jan-16,78723.0
BURGLARY OF VEHICLE           ,Theft,25-Jan-16,10645 ROYAL TARA CV                                                                                 ,27-Jan-16,78717.0
BURG NON RESIDENCE SHEDS      ,Burglary,29-Nov-16,10001 S 1ST ST                                                                                      ,10-Jan-17,78748.0
AUTO THEFT                    ,Auto Theft,31-Jan-16,2104 E ANDERSON LN SVRD WB                                                                          ,1-Feb-16,78754.0
THEFT BY SHOPLIFTING          ,Theft,16-Oct-16,2508 E RIVERSIDE DR                                                                                 ,16-Oct-16,78741.0
THEFT                         ,Theft,12-Nov-16,316 E 6TH ST                                                                                        ,14-Nov-16,78701.0
BURGLARY OF VEHICLE           ,Theft,11-Oct-16,3909 N IH 35 SVRD NB                                                                                ,8-Nov-16,78722.0
THEFT                         ,Theft,21-Apr-16,11200 LAKELINE MALL DR                                                                              ,22-Apr-16,78613.0
AGG ASSAULT                   ,Agg Assault,19-Feb-16,4711 BANDERA RD                                                                                     ,29-Feb-16,78721.0
THEFT                         ,Theft,12-May-16,13000 HYMEADOW DR                                                                                   ,23-Jun-16,78729.0
THEFT                         ,Theft,18-Jun-16,7501 SHADOWRIDGE RUN                                                                                ,5-Sep-16,78749.0
THEFT OF BICYCLE              ,Theft,28-Nov-16,1610 LAVACA ST                                                                                      ,30-Nov-16,78701.0
BURGLARY OF VEHICLE           ,Theft,30-Jan-16,4477 S LAMAR BLVD SVRD NB                                                                           ,1-Feb-16,78745.0
THEFT OF BICYCLE              ,Theft,8-Nov-16,4900 OLD MANOR RD                                                                                   ,1-Dec-16,78723.0
BURGLARY OF VEHICLE           ,Theft,26-Jun-16,709 W 22ND ST                                                                                       ,19-Jul-16,78705.0
AGG ASSAULT                   ,Agg Assault,2-Jun-16,4804 LOYOLA LN                                                                                      ,25-Jul-16,78723.0
THEFT                         ,Theft,18-Mar-16,9414 N LAMAR BLVD                                                                                   ,28-Apr-16,78758.0
BURGLARY OF VEHICLE           ,Theft,21-May-16,4118 S IH 35 SVRD SB                                                                                ,23-Aug-16,78745.0
THEFT                         ,Theft,4-Jan-16,10515 N MOPAC EXPY SVRD NB                                                                          ,20-Jan-16,78758.0
BURGLARY OF VEHICLE           ,Theft,2-Feb-16,8300 N FM 620 RD                                                                                    ,8-Feb-16,78726.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,22-May-16,300 FERGUSON DR                                                                                     ,25-May-16,78753.0
THEFT OF BICYCLE              ,Theft,14-Dec-16,422 W RIVERSIDE DR                                                                                  ,26-Dec-16,78704.0
BURGLARY OF VEHICLE           ,Theft,30-Jul-16,4801 PLAZA ON THE LAKE                                                                              ,4-Aug-16,78746.0
BURGLARY OF VEHICLE           ,Theft,2-Jun-16,1001 GASTON AVE                                                                                     ,6-Jun-16,78703.0
BURGLARY OF RESIDENCE         ,Burglary,28-Sep-16,5704 APPLE ORCHARD LN                                                                               ,30-Nov-16,78744.0
THEFT                         ,Theft,5-Jul-16,2800 COLLINS CREEK DR                                                                               ,26-Oct-16,78741.0
SEXUAL ASSAULT OF CHILD/OBJECT,Rape,16-Sep-16,,20-Jan-17,
THEFT                         ,Theft,29-Oct-16,402 E 6TH ST                                                                                        ,15-Nov-16,78701.0
THEFT OF AUTO PARTS           ,Theft,17-Jun-16,4201 MONTEREY OAKS BLVD                                                                             ,21-Jun-16,78749.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,12-Oct-16,6200 LEDGE MOUNTAIN DR                                                                              ,,78731.0
THEFT                         ,Theft,24-Jan-16,525 N LAMAR BLVD                                                                                    ,12-Feb-16,78703.0
THEFT                         ,Theft,15-May-16,GUADALUPE ST / W 5TH ST                                                                             ,16-May-16,78701.0
BURGLARY OF RESIDENCE         ,Burglary,19-May-16,1312 LAMAR SQUARE DR                                                                                ,31-May-16,78704.0
THEFT                         ,Theft,22-Nov-16,3311 ESPERANZA XING                                                                                 ,28-Nov-16,78758.0
THEFT                         ,Theft,11-Nov-16,500 E CESAR CHAVEZ ST                                                                               ,23-Nov-16,78701.0
BURGLARY OF VEHICLE           ,Theft,30-Jun-16,610 W 35TH ST                                                                                       ,7-Jul-16,78705.0
THEFT BY SHOPLIFTING          ,Theft,15-Nov-16,13609 N IH 35 SVRD NB                                                                               ,15-Nov-16,78753.0
BURGLARY OF RESIDENCE         ,Burglary,30-Sep-16,1201 LADY BIRD LN                                                                                   ,3-Oct-16,78741.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,2-Mar-16,1177 PANDORA ST                                                                                     ,22-Mar-16,78702.0
BURGLARY OF VEHICLE           ,Theft,8-May-16,101 KAREN HILL PL                                                                                   ,27-Jun-16,78652.0
THEFT OF AUTO PARTS           ,Theft,20-Oct-16,209 E BEN WHITE BLVD SVRD EB                                                                        ,26-Oct-16,78745.0
THEFT BY SHOPLIFTING          ,Theft,29-Sep-16,1424 BLOCK W WELLS BRANCH PKWY                                                                      ,29-Sep-16,78660.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,13-Jan-16,12512 TREE LINE DR                                                                                  ,30-Mar-16,78729.0
BURGLARY OF VEHICLE           ,Theft,28-Aug-16,8901 W SH 71                                                                                        ,13-Sep-16,78736.0
THEFT OF BICYCLE              ,Theft,2-Oct-16,7619 E BEN WHITE BLVD EB                                                                            ,8-Dec-16,78744.0
THEFT                         ,Theft,27-Dec-16,901 E CESAR CHAVEZ ST                                                                               ,29-Dec-16,78702.0
THEFT                         ,Theft,9-Mar-16,107 W STASSNEY LN                                                                                   ,10-Mar-16,78745.0
THEFT BY SHOPLIFTING          ,Theft,2-Jul-16,6607 S IH 35 SVRD NB                                                                                ,,78744.0
BURGLARY NON RESIDENCE        ,Burglary,15-Feb-16,3505 S LAMAR BLVD                                                                                   ,14-Apr-16,78704.0
BURGLARY NON RESIDENCE        ,Burglary,23-Jun-16,2220 E RIVERSIDE DR                                                                                 ,30-Jun-16,78741.0
THEFT                         ,Theft,2-Mar-16,6203 PEGGY ST                                                                                       ,9-Mar-16,78723.0
THEFT                         ,Theft,20-Jan-16,5660 N IH 35 SVRD NB                                                                                ,5-Feb-16,78723.0
AUTO THEFT                    ,Auto Theft,16-May-16,1300 S PLEASANT VALLEY RD                                                                           ,17-May-16,78741.0
THEFT FROM BUILDING           ,Theft,16-May-16,701 W 51ST ST                                                                                       ,25-May-16,78751.0
BURGLARY OF RESIDENCE         ,Burglary,21-Jun-16,10612 SPICEWOOD CLUB DR                                                                             ,8-Sep-16,78750.0
THEFT                         ,Theft,11-Jul-16,7100 N IH 35 SVRD SB                                                                                ,14-Jul-16,78752.0
BURGLARY NON RESIDENCE        ,Burglary,25-Oct-16,8715 W SH 71                                                                                        ,8-Nov-16,78736.0
THEFT BY SHOPLIFTING          ,Theft,25-Aug-16,1801 E 51ST ST                                                                                      ,25-Aug-16,78723.0
THEFT                         ,Theft,23-Oct-16,9201 CIRCUIT OF THE AMERICAS BLVD                                                                   ,7-Dec-16,78617.0
THEFT                         ,Theft,8-Jan-16,2508 E RIVERSIDE DR                                                                                 ,8-Jan-16,78741.0
BURGLARY OF RESIDENCE         ,Burglary,4-Jul-16,5300 JIMMY CLAY DR                                                                                  ,10-Aug-16,78744.0
BURGLARY OF VEHICLE           ,Theft,22-Aug-16,7920 SAN FELIPE BLVD                                                                                ,22-Aug-16,78729.0
BURGLARY OF RESIDENCE         ,Burglary,5-Aug-16,1308 THORNBERRY RD                                                                                  ,18-Aug-16,78617.0
THEFT                         ,Theft,26-Aug-16,614 E ST JOHNS AVE                                                                                  ,30-Aug-16,78752.0
BURGLARY NON RESIDENCE        ,Burglary,2-Mar-16,2512 RIO GRANDE ST                                                                                  ,10-Mar-16,78705.0
BURGLARY OF VEHICLE           ,Theft,16-Dec-16,2301 S 5TH ST                                                                                       ,20-Dec-16,78704.0
BURGLARY OF VEHICLE           ,Theft,8-Nov-16,1300 SUMMER OAKS DR                                                                                 ,18-Nov-16,78704.0
BURGLARY OF VEHICLE           ,Theft,23-Jan-16,7931 VINEWOOD LN                                                                                    ,25-Jan-16,78757.0
THEFT                         ,Theft,20-Dec-16,2110 W SLAUGHTER LN                                                                                 ,30-Jan-17,78748.0
BURGLARY OF RESIDENCE         ,Burglary,8-May-16,2809 W WILLIAM CANNON DR                                                                            ,30-Jun-16,78745.0
THEFT OF BICYCLE              ,Theft,6-Dec-16,1715 GUADALUPE ST                                                                                   ,7-Dec-16,78701.0
BURGLARY OF VEHICLE           ,Theft,30-Aug-16,6934 E BEN WHITE BLVD EB                                                                            ,1-Sep-16,78741.0
BURGLARY OF VEHICLE           ,Theft,13-Nov-16,12612 N LAMAR BLVD                                                                                  ,14-Nov-16,78753.0
THEFT OF HEAVY EQUIPMENT      ,Theft,30-Mar-16,4711 SARA DR                                                                                        ,4-Apr-16,78721.0
BURGLARY OF VEHICLE           ,Theft,24-Sep-16,6301 HICKMAN AVE                                                                                    ,1-Nov-16,78723.0
BURGLARY OF VEHICLE           ,Theft,31-Dec-16,2701 RIO GRANDE ST                                                                                  ,3-Jan-17,78705.0
AUTO THEFT                    ,Auto Theft,10-Jan-16,3603 SOUTHRIDGE DR                                                                                  ,13-Jan-16,78704.0
THEFT                         ,Theft,11-Apr-16,2800 ESPERANZA XING                                                                                 ,1-Jul-16,78758.0
BURGLARY OF RESIDENCE         ,Burglary,4-May-16,6401 ZADOCK WOODS DR                                                                                ,10-May-16,78749.0
THEFT BY SHOPLIFTING          ,Theft,10-May-16,11521 N FM 620 RD                                                                                   ,17-Aug-16,78726.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,3-Oct-16,14233 THE LAKES BLVD                                                                                ,5-Oct-16,78660.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,22-Jul-16,5005 MANOR RD                                                                                       ,27-Jul-16,78723.0
THEFT OF AUTO PARTS           ,Theft,4-Jul-16,1209 GREEN FOREST DR                                                                                ,8-Jul-16,78745.0
BURGLARY NON RESIDENCE        ,Burglary,8-Jan-16,6912 E US 290 HWY SVRD WB                                                                           ,21-Jan-16,78752.0
BURGLARY OF RESIDENCE         ,Burglary,5-Jun-16,916 NEAL ST                                                                                         ,6-Jun-16,78702.0
BURGLARY NON RESIDENCE        ,Burglary,3-Apr-16,2006 S 1ST ST                                                                                       ,2-May-16,78704.0
THEFT                         ,Theft,29-Sep-16,8004 CAMERON RD                                                                                     ,3-Nov-16,78753.0
THEFT BY SHOPLIFTING          ,Theft,2-Mar-16,2508 E RIVERSIDE DR                                                                                 ,2-Mar-16,78741.0
THEFT                         ,Theft,23-Jun-16,1143 WEBBERVILLE RD                                                                                 ,26-Sep-16,78721.0
THEFT                         ,Theft,6-Jun-16,525 N LAMAR BLVD                                                                                    ,6-Jun-16,78703.0
AUTO THEFT                    ,Auto Theft,17-Aug-16,1612 RIDGEMONT DR                                                                                   ,19-Aug-16,78723.0
THEFT OF BICYCLE              ,Theft,8-Jun-16,1603 S CONGRESS AVE                                                                                 ,19-Jun-16,78704.0
THEFT                         ,Theft,23-Jul-16,9600 S IH 35 SVRD SB                                                                                ,25-Jul-16,78748.0
THEFT                         ,Theft,3-Jul-16,11200 LAKELINE MALL DR                                                                              ,3-Jul-16,78613.0
BURGLARY OF VEHICLE           ,Theft,8-Aug-16,10901 N LAMAR BLVD                                                                                  ,9-Aug-16,78753.0
THEFT                         ,Theft,25-Mar-16,1201 BARBARA JORDAN BLVD                                                                            ,13-Apr-16,78723.0
BURGLARY OF VEHICLE           ,Theft,23-Dec-16,2409 E 7TH ST                                                                                       ,3-Jan-17,78702.0
THEFT OF LICENSE PLATE        ,Theft,6-Jul-16,2900 ESPERANZA XING                                                                                 ,6-Jul-16,78758.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,16-May-16,9971 QUAIL BLVD                                                                                     ,18-May-16,78758.0
BURGLARY OF VEHICLE           ,Theft,28-Oct-16,6911 N IH 35 SVRD NB                                                                                ,1-Nov-16,78752.0
BURGLARY OF RESIDENCE         ,Burglary,30-Sep-16,9504 INDINA HILLS DR                                                                                ,3-Oct-16,78717.0
BURGLARY NON RESIDENCE        ,Burglary,7-Jan-16,12320 COMIC DR                                                                                      ,11-Jan-16,78753.0
THEFT                         ,Theft,23-Dec-16,8011 CAMERON RD                                                                                     ,27-Dec-16,78754.0
BURGLARY OF RESIDENCE         ,Burglary,31-Aug-16,9725 NORTH LAKE CREEK PKWY                                                                          ,2-Sep-16,78717.0
THEFT FROM AUTO               ,Theft,27-May-16,11301 LAKELINE BLVD                                                                                 ,19-Jul-16,78717.0
AGG ASSAULT                   ,Agg Assault,11-Sep-16,2800 FIRECREST DR                                                                                   ,14-Sep-16,78748.0
BURGLARY OF VEHICLE           ,Theft,31-May-16,201 LAVACA ST                                                                                       ,19-Jul-16,78701.0
TAKE WEAPON FRM POLICE OFFICER,Agg Assault,6-Aug-16,805 VARGAS RD                                                                                       ,7-Aug-16,78741.0
THEFT                         ,Theft,9-Sep-16,501 W 15TH ST                                                                                       ,9-Sep-16,78701.0
BURGLARY OF VEHICLE           ,Theft,29-Jan-16,5510 S CONGRESS AVE                                                                                 ,1-Feb-16,78745.0
THEFT                         ,Theft,19-Apr-16,7310 E RIVERSIDE DR                                                                                 ,15-Dec-16,78741.0
RAPE                          ,Rape,24-Oct-16,,28-Dec-16,78723.0
AUTO THEFT                    ,Auto Theft,21-Nov-16,3500 BLOCK PRESIDENTIAL BLVD                                                                        ,28-Nov-16,78719.0
THEFT BY SHOPLIFTING          ,Theft,15-Mar-16,710 E BEN WHITE BLVD SVRD WB                                                                        ,,78704.0
THEFT                         ,Theft,6-May-16,301 CONGRESS AVE                                                                                    ,23-May-16,78701.0
THEFT                         ,Theft,3-Jan-16,2508 E RIVERSIDE DR                                                                                 ,3-Jan-16,78741.0
BURGLARY OF RESIDENCE         ,Burglary,18-May-16,6502 PONCA ST                                                                                       ,23-May-16,78741.0
BURGLARY OF VEHICLE           ,Theft,4-Apr-16,500 E ANDERSON LN SVRD EB                                                                           ,7-Apr-16,78752.0
THEFT FROM AUTO               ,Theft,1-Aug-16,8110 EXMOOR DR                                                                                      ,18-Aug-16,78757.0
THEFT                         ,Theft,20-Jan-16,10107 RESEARCH BLVD NB                                                                              ,21-Jan-16,78759.0
ROBBERY BY ASSAULT            ,Robbery,2-Jul-16,110 E 2ND ST                                                                                        ,11-Jul-16,78701.0
BURGLARY OF VEHICLE           ,Theft,1-Aug-16,2025 E 7TH ST                                                                                       ,9-Aug-16,78702.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,20-Oct-16,2900 CENTURY PARK BLVD                                                                              ,31-Oct-16,78727.0
THEFT                         ,Theft,16-Sep-16,300 E 6TH ST                                                                                        ,21-Sep-16,78701.0
BURGLARY OF VEHICLE           ,Theft,18-Jan-16,2906 E MARTIN LUTHER KING JR BLVD                                                                   ,20-Jan-16,78722.0
THEFT OF BICYCLE              ,Theft,25-Jul-16,110 SAN ANTONIO ST                                                                                  ,27-Jul-16,78701.0
THEFT                         ,Theft,9-Mar-16,107 W STASSNEY LN                                                                                   ,10-Mar-16,78745.0
BURGLARY OF VEHICLE           ,Theft,9-Apr-16,604 BLUEBERRY HILL                                                                                  ,4-May-16,78745.0
BURGLARY OF VEHICLE           ,Theft,22-Dec-16,2239 CROMWELL CIR                                                                                   ,3-Jan-17,78741.0
BURGLARY OF VEHICLE           ,Theft,28-Aug-16,6900 BAY CITY BND                                                                                   ,1-Sep-16,78725.0
THEFT BY SHOPLIFTING          ,Theft,8-Aug-16,525 N LAMAR BLVD                                                                                    ,15-Aug-16,78703.0
BURGLARY OF VEHICLE           ,Theft,5-Aug-16,10001 RESEARCH BLVD SVRD NB                                                                         ,8-Aug-16,78759.0
THEFT                         ,Theft,23-Jun-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,23-Jun-16,78746.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,24-Aug-16,6707 BERKMAN DR                                                                                     ,24-Aug-16,78723.0
THEFT FROM AUTO               ,Theft,17-Jun-16,9703 CARSON CREEK BLVD                                                                              ,14-Dec-16,78617.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,27-Dec-16,4700 STAGGERBRUSH RD                                                                                ,27-Dec-16,78749.0
THEFT                         ,Theft,23-May-16,3737 KEATS DR                                                                                       ,23-May-16,78704.0
AUTO THEFT                    ,Auto Theft,15-Jan-16,127 E RIVERSIDE DR                                                                                  ,16-Jan-16,78704.0
BURGLARY OF VEHICLE           ,Theft,7-Aug-16,1402 RIDGEHAVEN DR                                                                                  ,8-Sep-16,78723.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,17-May-16,710 E BEN WHITE BLVD SVRD WB                                                                        ,17-May-16,78704.0
BURGLARY OF VEHICLE           ,Theft,24-Aug-16,2005 WILLOW CREEK DR                                                                                ,22-Sep-16,78741.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,20-Nov-16,1031 NILE ST                                                                                        ,20-Nov-16,78702.0
BURGLARY NON RESIDENCE        ,Burglary,12-Nov-16,4800 MANOR RD                                                                                       ,6-Jan-17,78723.0
THEFT                         ,Theft,9-Dec-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,13-Dec-16,78746.0
AUTO THEFT                    ,Auto Theft,14-Jan-16,1508 REAGAN HILL DR                                                                                 ,23-Sep-16,78752.0
FORCED SODOMY                 ,Rape,11-Nov-16,,14-Feb-17,78745.0
THEFT BY SHOPLIFTING          ,Theft,25-Feb-16,917 N LAMAR BLVD                                                                                    ,1-Mar-16,78703.0
THEFT BY SHOPLIFTING          ,Theft,3-Feb-16,519 E 7TH ST                                                                                        ,7-Feb-16,78701.0
BURGLARY OF VEHICLE           ,Theft,5-Apr-16,810 E SLAUGHTER LN                                                                                  ,4-May-16,78744.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,17-Oct-16,8021 N FM 620 RD                                                                                    ,19-Oct-16,78726.0
BURGLARY OF VEHICLE           ,Theft,24-Dec-16,5514 PEPPERTREE PKWY                                                                                ,28-Dec-16,78744.0
THEFT BY SHOPLIFTING          ,Theft,24-Nov-16,11200 LAKELINE BLVD                                                                                 ,25-Nov-16,78717.0
THEFT OF TRAILER              ,Theft,20-Feb-16,4604 QUICKSILVER BLVD                                                                               ,23-Feb-16,78744.0
THEFT                         ,Theft,11-Nov-16,8204 FARMINGTON CT                                                                                  ,4-Jan-17,78736.0
THEFT BY SHOPLIFTING          ,Theft,2-Apr-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,,78746.0
BURGLARY OF RESIDENCE         ,Burglary,12-May-16,2800 LYONS RD                                                                                       ,28-Jun-16,78702.0
THEFT FROM BUILDING           ,Theft,9-Apr-16,12400 N IH 35 SVRD SB                                                                               ,12-Apr-16,78753.0
THEFT                         ,Theft,10-Jan-16,10120 SPICEWOOD MESA                                                                                ,14-Mar-16,78759.0
BURGLARY OF RESIDENCE         ,Burglary,6-Apr-16,8955 WEST HOVE LOOP                                                                                 ,8-Apr-16,78749.0
BURGLARY NON RESIDENCE        ,Burglary,13-Jun-16,7703 N LAMAR BLVD SVRD NB                                                                           ,18-Jul-16,78752.0
THEFT                         ,Theft,25-Nov-16,4700 STAGGERBRUSH RD                                                                                ,1-Dec-16,78749.0
