GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
BURGLARY OF VEHICLE           ,Theft,24-Jun-16,4900 E OLTORF ST                                                                                    ,4-Jul-16,78741.0
THEFT BY SHOPLIFTING          ,Theft,31-Aug-16,1917 E RIVERSIDE DR                                                                                 ,31-Aug-16,78741.0
THEFT                         ,Theft,24-Mar-16,6911 N IH 35 SVRD NB                                                                                ,6-Apr-16,78752.0
BURGLARY OF VEHICLE           ,Theft,13-Dec-16,9314 ROWLANDS SAYLE RD                                                                              ,13-Dec-16,78744.0
THEFT                         ,Theft,27-May-16,916 E KOENIG LN SVRD WB                                                                             ,15-Jun-16,78752.0
BURGLARY OF VEHICLE           ,Theft,9-Dec-16,8200 LORALINDA DR                                                                                   ,9-Dec-16,78753.0
BURGLARY OF RESIDENCE         ,Burglary,12-Jul-16,7918 EUDORA LN                                                                                      ,14-Jul-16,78747.0
BREACH OF COMPUTER SECURITY   ,Theft,5-May-16,7500 S IH 35 SVRD NB                                                                                ,19-Jul-16,78744.0
BURGLARY OF RESIDENCE         ,Burglary,20-Jan-16,1713 BURTON DR                                                                                      ,25-Jan-16,78741.0
RAPE                          ,Rape,15-Jun-16,,27-Aug-16,78741.0
BURGLARY OF VEHICLE           ,Theft,1-Jun-16,12905 GARFIELD LN                                                                                   ,,78727.0
THEFT OF AUTO PARTS           ,Theft,25-Jan-16,8312 N IH 35 SB                                                                                     ,27-Jan-16,78753.0
THEFT                         ,Theft,13-May-16,8425 SEMINARY RIDGE DR                                                                              ,24-Jun-16,78745.0
THEFT OF BICYCLE              ,Theft,6-Jul-16,3005 LOCKE LN                                                                                       ,12-Jul-16,78704.0
THEFT                         ,Theft,28-Jun-16,9414 N LAMAR BLVD                                                                                   ,,78758.0
THEFT                         ,Theft,18-May-16,311 BOWIE ST                                                                                        ,22-Aug-16,78703.0
BURGLARY OF VEHICLE           ,Theft,14-Jan-16,6610 BURNET RD                                                                                      ,20-Jan-16,78757.0
BURGLARY OF VEHICLE           ,Theft,4-Sep-16,2819 RIO GRANDE ST                                                                                  ,5-Oct-16,78705.0
BURGLARY OF VEHICLE           ,Theft,11-Feb-16,500 E BEN WHITE BLVD EB                                                                             ,15-Feb-16,78745.0
THEFT                         ,Theft,18-May-16,8226 RESEARCH BLVD NB                                                                               ,20-May-16,78758.0
THEFT                         ,Theft,7-Nov-16,7844 BURNET RD                                                                                      ,8-Dec-16,78757.0
THEFT BY SHOPLIFTING          ,Theft,23-Aug-16,1910 W BRAKER LN                                                                                    ,24-Aug-16,78758.0
THEFT                         ,Theft,15-Jul-16,4701 LESLIE AVE                                                                                     ,12-Dec-16,78721.0
THEFT OF LICENSE PLATE        ,Theft,29-May-16,2005 PLUMBROOK DR                                                                                   ,30-May-16,78746.0
THEFT                         ,Theft,21-Apr-16,E RIVERSIDE DR / WICKERSHAM LN                                                                      ,26-May-16,78741.0
BURGLARY OF VEHICLE           ,Theft,30-Apr-16,1701 E ST ELMO RD                                                                                   ,5-May-16,78744.0
BURGLARY OF VEHICLE           ,Theft,27-Apr-16,9610 TEASDALE TER                                                                                   ,9-May-16,78753.0
THEFT                         ,Theft,19-Apr-16,7310 E RIVERSIDE DR                                                                                 ,15-Dec-16,78741.0
BURGLARY OF VEHICLE           ,Theft,28-Mar-16,2808 TINMOUTH ST                                                                                    ,12-Apr-16,78748.0
BURGLARY OF RESIDENCE         ,Burglary,18-May-16,6502 PONCA ST                                                                                       ,23-May-16,78741.0
AUTO THEFT                    ,Auto Theft,22-Feb-16,10701 S IH 35 NB                                                                                    ,28-Feb-16,78747.0
THEFT                         ,Theft,25-Jan-16,10704 S IH 35 SVRD SB                                                                               ,26-Jan-16,78748.0
BURGLARY OF RESIDENCE         ,Burglary,11-Feb-16,8028 GESSNER DR                                                                                     ,15-Feb-16,78753.0
THEFT                         ,Theft,29-Nov-16,7804 WAKEFIELD DR                                                                                   ,29-Nov-16,78749.0
THEFT BY SHOPLIFTING          ,Theft,8-Aug-16,5706 MANOR RD                                                                                       ,6-Sep-16,78723.0
AUTO THEFT                    ,Auto Theft,29-Mar-16,3407 W WELLS BRANCH PKWY                                                                            ,30-Mar-16,78727.0
BURGLARY OF VEHICLE           ,Theft,1-Feb-16,906 W 31ST ST                                                                                       ,18-Feb-16,78705.0
THEFT FROM AUTO               ,Theft,6-Feb-16,904 W BRAKER LN                                                                                     ,15-Feb-16,78758.0
THEFT FROM PERSON             ,Theft,19-Apr-16,8800 N IH 35 SB                                                                                     ,2-Nov-16,78753.0
THEFT                         ,Theft,4-Nov-16,3909 GUADALUPE ST                                                                                   ,4-Nov-16,78751.0
