PRIMARY_KEY,REP_DATE,REP_TIME,SEX,AGE_AT_OFFENSE,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_BASED_ON_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,SECTOR,LOCAL_FIELD1
20153231895,11/19/15 00:00,2356,M,22,BLACK,E MARTIN LUTHER KING JR BLVD / AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126452,10076315,CHARLIE,1
20153231912,11/19/15 00:00,2218,M,30,WHITE,10000 BLOCK PARKFIELD DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126340,10109620,EDWARD,4
20153231923,11/20/15 00:00,104,M,38,BLACK,3500 OAK SPRINGS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONSENT,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129143,10073296,CHARLIE,1
20153231953,11/19/15 00:00,2241,F,41,WHITE,900 SPRINGDALE RD,NO = 2,,,,,3128281,10068422,CHARLIE,3
20153231965,11/19/15 00:00,2251,M,26,HISPANIC OR LATINO,2000 BLOCK JONES RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3098500,10053332,DAVID,5
20153232032,11/19/15 00:00,2334,M,38,WHITE,1200 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109731,10072438,BAKER,9
20153232048,11/19/15 00:00,2351,M,54,HISPANIC OR LATINO,5700 N MOPAC EXPY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109580,10095748,BAKER,10
20153240108,11/20/15 00:00,2143,M,32,BLACK,8221 N IH 35 SVRD NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128679,10099279,EDWARD,4
20153240114,11/20/15 00:00,349,M,50,HISPANIC OR LATINO,9000 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127329,10104328,EDWARD,4
20153240121,11/20/15 00:00,136,M,57,BLACK,1000 E 41ST ST,YES = 1,,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121345,10082705,BAKER,9
20153240145,11/20/15 00:00,310,F,25,WHITE,8500 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125257,10102147,IDA,4
20153240173,11/20/15 00:00,234,M,23,BLACK,1100 BLOCK S CONGRESS AVE,NO = 2,,,,,3112831,10065868,DAVID,9
20153391476,12/6/15 00:00,216,M,34,BLACK,9401 N IH 35 SVRD NB,NO = 2,,,,,3131125,10103885,EDWARD,4
20153240533,11/20/15 00:00,1032,F,23,WHITE,900 W 12TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111839,10073843,BAKER,9
20153240662,11/20/15 00:00,1204,M,32,HISPANIC OR LATINO,100 BLOCK COMAL ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118895,10067562,GEORGE,3
20153240879,11/20/15 00:00,1234,F,24,WHITE,3900 S CONGRESS AVE,NO = 2,,,,,3108122,10054692,DAVID,3
20153240963,11/20/15 00:00,1328,M,24,BLACK,5600 BLOCK AIRPORT BLVD,NO = 2,,,,,3123342,10089529,IDA,4
20153240976,11/20/15 00:00,1331,F,26,WHITE,4700 S US 183 HWY SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3132438,10040372,HENR,2
20153241015,11/20/15 00:00,1355,M,31,BLACK,700 BLOCK SPRINGDALE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127490,10066914,CHARLIE,3
20153241046,11/20/15 00:00,1411,M,32,HISPANIC OR LATINO,5600 BLOCK AIRPORT BLVD,NO = 2,,,,,3123342,10089529,IDA,4
20153241090,11/20/15 00:00,1412,F,27,BLACK,E WILLIAM CANNON DR / S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106347,10042258,FRANK,2
20153241451,11/20/15 00:00,1751,M,16,HISPANIC OR LATINO,1100 BLOCK SHADY LN,YES = 1,VIOLATION OF PENAL CODE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130417,10068990,HENR,3
20153241467,11/20/15 00:00,1947,M,59,WHITE,600 BLOCK CONGRESS AVE,YES = 1,OTHER,INCIDENTAL TO ARREST,CASH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3114212,10070908,GEORGE,9
20153241583,11/20/15 00:00,1955,M,22,HISPANIC OR LATINO,300 E 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115155,10070604,GEORGE,9
20153241598,11/20/15 00:00,1914,M,49,WHITE,290 ZONE LAKE AUSTIN,NO = 2,WATER SAFETY ACT,,,,3103060,10085613,BAKER,10
20153241759,11/20/15 00:00,2300,M,18,HISPANIC OR LATINO,6300 BLOCK MANCHACA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3095260,10049014,DAVID,5
20153241819,11/21/15 00:00,18,M,23,HISPANIC OR LATINO,11800 METRIC BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125101,10118343,ADAM PD,7
20153241825,11/20/15 00:00,2117,M,54,BLACK,AIRPORT BLVD / OAK SPRINGS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128435,10073082,CHARLIE,3
20153241852,11/20/15 00:00,2135,F,17,HISPANIC OR LATINO,3100 W SLAUGHTER LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3083789,10038129,OOC,5
20153241852,11/20/15 00:00,2135,M,18,HISPANIC OR LATINO,3100 W SLAUGHTER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3083789,10038129,OOC,5
20153241852,11/20/15 00:00,2135,F,17,HISPANIC OR LATINO,3100 W SLAUGHTER LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3083789,10038129,OOC,5
20153241852,11/20/15 00:00,2135,F,18,HISPANIC OR LATINO,3100 W SLAUGHTER LN,YES = 1,,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3083789,10038129,OOC,5
20153241933,11/20/15 00:00,2331,M,0,BLACK,TEASDALE TER / E RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3132925,10102488,EDWARD,4
20153242023,11/21/15 00:00,19,M,41,BLACK,9200 N IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130407,10103262,EDWARD,4
20153242134,11/20/15 00:00,2336,F,43,BLACK,1600 ROSEWOOD AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3120786,10071370,CHARLIE,1
20153250073,11/21/15 00:00,101,M,27,HISPANIC OR LATINO,HARTFORD RD / ENFIELD RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108120,10076676,BAKER,9
20153250076,11/21/15 00:00,31,M,38,HISPANIC OR LATINO,800 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111739,10071612,BAKER,9
20153250082,11/21/15 00:00,318,F,25,WHITE,2600 BLOCK W SLAUGHTER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3086615,10036862,DAVID,5
20153250098,11/21/15 00:00,43,M,44,WHITE,10900 BLOCK RESEARCH BLVD SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112094,10119210,ADAM PD,10
20153250152,11/21/15 00:00,215,F,34,WHITE,FERNWOOD RD / ELWOOD RD,NO = 2,,,,,3123200,10083314,CHARLIE,9
20153250175,11/21/15 00:00,121,M,32,BLACK,4600 E MARTIN LUTHER KING JR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133266,10077711,CHARLIE,1
20153250175,11/21/15 00:00,121,M,31,BLACK,4600 E MARTIN LUTHER KING JR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133266,10077711,CHARLIE,1
20153250177,11/21/15 00:00,122,M,54,WHITE,1200 W CESAR CHAVEZ ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109199,10070828,BAKER,9
20153250182,11/21/15 00:00,205,M,22,WHITE,1000 N IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117335,10071396,GEORGE,1
20153250202,11/21/15 00:00,139,F,24,WHITE,3900 S MOPAC EXPY SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3093461,10061469,DAVID,8
20153250254,11/22/15 00:00,544,M,20,HISPANIC OR LATINO,1900 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107994,10041650,FRANK,2
20153250273,11/21/15 00:00,229,M,35,WHITE,700 BLOCK S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111515,10066277,DAVID,9
20153250307,11/21/15 00:00,446,M,26,HISPANIC OR LATINO,9411 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128437,10105660,EDWARD,4
20153250308,11/21/15 00:00,251,F,22,BLACK,N IH 35 SVRD NB / E ST JOHNS AVE,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126098,10094499,IDA,4
20153250314,11/21/15 00:00,348,M,32,BLACK,9500 METRIC BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121104,10110443,EDWARD,4
20153250337,11/21/15 00:00,356,M,31,WHITE,8515 S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102531,10035055,FRANK,2
20153250338,11/21/15 00:00,521,M,29,WHITE,S CONGRESS AVE / COLLEGE AVE,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111419,10060769,DAVID,9
20153250389,11/21/15 00:00,549,F,39,WHITE,2300 S IH 35 SVRD NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115272,10058159,HENR,3
20153250774,11/21/15 00:00,1123,F,40,HISPANIC OR LATINO,BURTON DR / WOODLAND AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119102,10059185,HENR,3
20153251176,11/21/15 00:00,1542,M,25,HISPANIC OR LATINO,100 N IH 35 SVRD SB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116259,10068343,GEORGE,9
20153251253,11/21/15 00:00,1745,F,23,HISPANIC OR LATINO,1300 BLOCK S IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116968,10062854,HENR,9
20153251253,11/21/15 00:00,1745,M,22,HISPANIC OR LATINO,1300 BLOCK S IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116968,10062854,HENR,9
20153251603,11/21/15 00:00,2024,M,34,BLACK,7000 S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103129,10041699,FRANK,2
20153251619,11/21/15 00:00,2038,M,22,HISPANIC OR LATINO,E STASSNEY LN / S CONGRESS AVE,NO = 2,,,,,3104744,10047568,DAVID,3
20153251720,11/21/15 00:00,2310,M,23,HISPANIC OR LATINO,7200 BLOCK THANNAS WAY,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110383,10037899,FRANK,2
20153251763,11/21/15 00:00,2217,M,37,WHITE,W BRAKER LN / BURNET RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118674,10116067,ADAM PD,7
20153251791,11/21/15 00:00,2313,M,27,HISPANIC OR LATINO,12430 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133301,10121814,EDWARD,7
20153251879,11/21/15 00:00,2251,M,28,HISPANIC OR LATINO,2100 E SH 71 EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3138911,10052707,HENR,2
20153251882,11/22/15 00:00,30,M,21,BLACK,600 BLOCK E RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130375,10104307,EDWARD,4
20153251939,11/22/15 00:00,351,M,18,WHITE,1900 ED BLUESTEIN BLVD NB,NO = 2,,,,,3135869,10068419,CHARLIE,1
20153251951,11/21/15 00:00,2326,F,49,WHITE,8519 LATTA DR,YES = 1,VIOLATION OF CITY ORDIANCE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3078927,10047231,DAVID,8
20153251998,11/22/15 00:00,27,M,34,HISPANIC OR LATINO,BURNET RD / GAULT LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121586,10120714,ADAM PD,7
20153251998,11/22/15 00:00,27,M,20,HISPANIC OR LATINO,BURNET RD / GAULT LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121586,10120714,ADAM PD,7
20153260009,11/22/15 00:00,26,M,24,HISPANIC OR LATINO,3200 W WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3089051,10049472,DAVID,5
20153260035,11/22/15 00:00,35,M,22,HISPANIC OR LATINO,S IH 35 SVRD SB / E WILLIAM CANNON DR,YES = 1,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106095,10042404,FRANK,2
20153260073,11/22/15 00:00,31,M,55,WHITE,3200 PARKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114859,10054263,HENR,3
20153260080,11/22/15 00:00,34,M,28,HISPANIC OR LATINO,100 E BRAKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3132776,10111576,EDWARD,7
20153260110,11/22/15 00:00,53,M,23,HISPANIC OR LATINO,N IH 35 SVRD NB / E RUNDBERG LN,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130991,10103829,EDWARD,4
20153260130,11/22/15 00:00,101,M,53,BLACK,3000 BLOCK S US 183 HWY SB,NO = 2,,,,,3133558,10049172,HENR,2
20153260140,11/22/15 00:00,401,F,24,WHITE,9900 MANCHACA RD,YES = 1,CALL FOR SERVICE,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3089506,10035823,FRANK,5
20153260148,11/22/15 00:00,112,F,20,WHITE,2100 ENFIELD RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106918,10077550,BAKER,10
20153260153,11/22/15 00:00,1827,F,27,BLACK,SAN ANTONIO ST / W 7TH ST,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112969,10071519,GEORGE,9
20153260167,11/22/15 00:00,130,M,23,BLACK,3601 MANCHACA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3101915,10059503,DAVID,5
20153260212,11/22/15 00:00,248,F,27,BLACK,E 13TH ST / N IH 35 SVRD NB,NO = 2,,,,,3117855,10072623,CHARLIE,1
20153260236,11/22/15 00:00,214,M,20,WHITE,413 E 6TH ST,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3115574,10070283,GEORGE,9
20153260262,11/22/15 00:00,229,M,24,HISPANIC OR LATINO,N MOPAC EXPY NB / CEDAR BEND TO MOPAC NB RAMP,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125167,10126157,ADAM PD,7
20153260275,11/22/15 00:00,241,M,28,BLACK,1901 E MARTIN LUTHER KING JR BLVD,YES = 1,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3121141,10075094,CHARLIE,1
20153260311,11/22/15 00:00,343,M,23,HISPANIC OR LATINO,AIRPORT BLVD / E 12TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127642,10074266,CHARLIE,1
20153260316,11/22/15 00:00,410,M,22,WHITE,2300 RIO GRANDE ST,YES = 1,VIOLATION OF PENAL CODE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113476,10077759,BAKER,9
20153260316,11/22/15 00:00,410,F,20,WHITE,2300 RIO GRANDE ST,NO = 2,VIOLATION OF PENAL CODE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113476,10077759,BAKER,9
20153260381,11/22/15 00:00,420,M,18,HISPANIC OR LATINO,1300 E ST JOHNS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129473,10092638,IDA,4
20153261062,11/22/15 00:00,1552,M,41,BLACK,2400 W PARMER LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126228,10125755,ADAM PD,7
20153261336,11/22/15 00:00,1942,F,26,WHITE,N FM 620 RD SB / N US 183 HWY SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3095651,10143463,ADAM PD,6
20153261368,11/22/15 00:00,2052,M,35,HISPANIC OR LATINO,707 E CESAR CHAVEZ ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3116191,10068284,GEORGE,9
20153261434,11/22/15 00:00,2016,F,30,WHITE,3100 DUVAL RD,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121507,10122445,ADAM PD,7
20153261436,11/22/15 00:00,2057,M,46,BLACK,1300 PARSONS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128085,10113102,EDWARD,4
20153261470,11/22/15 00:00,2307,F,45,HISPANIC OR LATINO,700 E 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116520,10070158,GEORGE,9
20153261478,11/22/15 00:00,2026,F,22,BLACK,11900 OAK KNOLL DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107356,10128404,ADAM PD,10
20153261538,11/22/15 00:00,2128,M,47,WHITE,5400 BLOCK N IH 35 SVRD NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125013,10088082,IDA,4
20153261558,11/22/15 00:00,2219,M,59,WHITE,2006 GASTON PLACE DR,NO = 2,OTHER,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131044,10087393,IDA,1
20153261568,11/22/15 00:00,2123,M,15,HISPANIC OR LATINO,RESEARCH BLVD SVRD NB / DUVAL RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111887,10125642,ADAM PD,6
20153261579,11/22/15 00:00,2129,M,39,HISPANIC OR LATINO,W 6TH ST / RIO GRANDE ST,NO = 2,,,,,3112176,10071387,GEORGE,9
20153261645,11/23/15 00:00,108,M,33,BLACK,500 E POWELL LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127482,10099610,EDWARD,4
20153261645,11/23/15 00:00,108,F,29,HISPANIC OR LATINO,500 E POWELL LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127482,10099610,EDWARD,4
